val: step: 0 | loss: 10.9246
train: step: 0 | loss: 10.9184 | norm: 5.6690 | dt: 23662.01ms | tok/sec: 22157.37 | lr: 0.000001
train: step: 37 | loss: 9.3665 | norm: 1.9343 | dt: 392.93ms | tok/sec: 1334311.81 | lr: 0.000032
train: step: 38 | loss: 9.2468 | norm: 1.9495 | dt: 388.57ms | tok/sec: 1349278.62 | lr: 0.000033
train: step: 39 | loss: 9.1817 | norm: 1.9383 | dt: 388.26ms | tok/sec: 1350362.37 | lr: 0.000034
train: step: 40 | loss: 9.1356 | norm: 1.8999 | dt: 387.45ms | tok/sec: 1353183.46 | lr: 0.000034
train: step: 41 | loss: 9.1559 | norm: 1.9555 | dt: 386.79ms | tok/sec: 1355478.07 | lr: 0.000035
train: step: 42 | loss: 9.0548 | norm: 1.8721 | dt: 387.99ms | tok/sec: 1351277.62 | lr: 0.000036
train: step: 43 | loss: 9.0514 | norm: 1.8836 | dt: 390.11ms | tok/sec: 1343939.23 | lr: 0.000037
train: step: 44 | loss: 8.9936 | norm: 1.8964 | dt: 389.86ms | tok/sec: 1344802.21 | lr: 0.000038
train: step: 45 | loss: 8.9158 | norm: 1.8742 | dt: 389.79ms | tok/sec: 1345039.92 | lr: 0.000039
train: step: 46 | loss: 8.9423 | norm: 1.8305 | dt: 390.12ms | tok/sec: 1343921.16 | lr: 0.000039
train: step: 47 | loss: 8.8451 | norm: 1.8030 | dt: 389.43ms | tok/sec: 1346291.59 | lr: 0.000040
train: step: 48 | loss: 8.8414 | norm: 1.7673 | dt: 390.16ms | tok/sec: 1343788.94 | lr: 0.000041
train: step: 49 | loss: 8.8140 | norm: 1.7586 | dt: 390.81ms | tok/sec: 1341541.88 | lr: 0.000042
train: step: 50 | loss: 8.7876 | norm: 1.7200 | dt: 389.32ms | tok/sec: 1346688.16 | lr: 0.000043
train: step: 51 | loss: 8.8041 | norm: 1.6797 | dt: 389.86ms | tok/sec: 1344809.61 | lr: 0.000044
train: step: 52 | loss: 8.7324 | norm: 1.6586 | dt: 387.77ms | tok/sec: 1352071.07 | lr: 0.000044
train: step: 53 | loss: 8.7077 | norm: 1.6507 | dt: 388.16ms | tok/sec: 1350692.48 | lr: 0.000045
train: step: 54 | loss: 8.5985 | norm: 1.7540 | dt: 392.55ms | tok/sec: 1335590.63 | lr: 0.000046
train: step: 55 | loss: 8.6047 | norm: 1.7453 | dt: 388.43ms | tok/sec: 1349745.71 | lr: 0.000047
train: step: 56 | loss: 8.5187 | norm: 1.5546 | dt: 389.99ms | tok/sec: 1344364.83 | lr: 0.000048
train: step: 57 | loss: 8.5210 | norm: 1.6250 | dt: 387.84ms | tok/sec: 1351830.86 | lr: 0.000049
train: step: 58 | loss: 8.4512 | norm: 1.5751 | dt: 390.00ms | tok/sec: 1344323.73 | lr: 0.000050
train: step: 59 | loss: 8.5156 | norm: 1.5297 | dt: 390.42ms | tok/sec: 1342870.68 | lr: 0.000050
train: step: 60 | loss: 8.4386 | norm: 1.5867 | dt: 388.68ms | tok/sec: 1348906.17 | lr: 0.000051
train: step: 61 | loss: 8.4130 | norm: 1.4489 | dt: 392.35ms | tok/sec: 1336259.37 | lr: 0.000052
train: step: 62 | loss: 8.4421 | norm: 1.4875 | dt: 391.34ms | tok/sec: 1339733.97 | lr: 0.000053
train: step: 63 | loss: 8.3758 | norm: 1.4286 | dt: 390.40ms | tok/sec: 1342965.81 | lr: 0.000054
train: step: 64 | loss: 8.3602 | norm: 1.4936 | dt: 390.37ms | tok/sec: 1343047.83 | lr: 0.000055
train: step: 65 | loss: 8.2250 | norm: 1.4329 | dt: 390.81ms | tok/sec: 1341541.88 | lr: 0.000055
train: step: 66 | loss: 8.1269 | norm: 1.3644 | dt: 392.19ms | tok/sec: 1336836.95 | lr: 0.000056
train: step: 67 | loss: 8.1761 | norm: 1.3402 | dt: 391.01ms | tok/sec: 1340855.57 | lr: 0.000057
train: step: 68 | loss: 8.0791 | norm: 1.3104 | dt: 389.66ms | tok/sec: 1345492.56 | lr: 0.000058
train: step: 69 | loss: 8.0673 | norm: 1.2422 | dt: 390.65ms | tok/sec: 1342106.83 | lr: 0.000059
train: step: 70 | loss: 8.0511 | norm: 1.1719 | dt: 390.00ms | tok/sec: 1344328.67 | lr: 0.000060
train: step: 71 | loss: 8.1251 | norm: 1.1144 | dt: 390.91ms | tok/sec: 1341201.50 | lr: 0.000060
train: step: 72 | loss: 7.8987 | norm: 1.1323 | dt: 390.66ms | tok/sec: 1342045.40 | lr: 0.000061
train: step: 73 | loss: 7.8969 | norm: 1.2016 | dt: 392.06ms | tok/sec: 1337262.94 | lr: 0.000062
train: step: 74 | loss: 7.9027 | norm: 1.1696 | dt: 390.43ms | tok/sec: 1342857.56 | lr: 0.000063
train: step: 75 | loss: 7.8148 | norm: 1.0307 | dt: 390.86ms | tok/sec: 1341379.04 | lr: 0.000064
train: step: 76 | loss: 7.8277 | norm: 1.0641 | dt: 390.72ms | tok/sec: 1341865.24 | lr: 0.000065
train: step: 77 | loss: 7.7190 | norm: 1.2873 | dt: 395.11ms | tok/sec: 1326940.63 | lr: 0.000065
train: step: 78 | loss: 7.7708 | norm: 1.0730 | dt: 390.28ms | tok/sec: 1343376.02 | lr: 0.000066
train: step: 79 | loss: 7.7576 | norm: 0.9182 | dt: 391.03ms | tok/sec: 1340795.89 | lr: 0.000067
train: step: 80 | loss: 7.7243 | norm: 1.0570 | dt: 391.87ms | tok/sec: 1337917.89 | lr: 0.000068
train: step: 81 | loss: 7.6866 | norm: 0.9688 | dt: 388.30ms | tok/sec: 1350204.01 | lr: 0.000069
train: step: 82 | loss: 7.6044 | norm: 0.8319 | dt: 389.15ms | tok/sec: 1347247.55 | lr: 0.000070
train: step: 83 | loss: 7.9410 | norm: 0.9525 | dt: 387.92ms | tok/sec: 1351548.37 | lr: 0.000070
train: step: 84 | loss: 7.5389 | norm: 0.9373 | dt: 388.95ms | tok/sec: 1347951.98 | lr: 0.000071
train: step: 85 | loss: 7.6224 | norm: 0.7637 | dt: 388.89ms | tok/sec: 1348176.77 | lr: 0.000072
train: step: 86 | loss: 7.5331 | norm: 0.9319 | dt: 389.47ms | tok/sec: 1346150.66 | lr: 0.000073
train: step: 87 | loss: 7.3831 | norm: 0.8090 | dt: 389.89ms | tok/sec: 1344691.19 | lr: 0.000074
train: step: 88 | loss: 7.4747 | norm: 0.6727 | dt: 390.47ms | tok/sec: 1342697.67 | lr: 0.000075
train: step: 89 | loss: 7.4392 | norm: 0.8506 | dt: 390.10ms | tok/sec: 1343992.62 | lr: 0.000076
train: step: 90 | loss: 7.4177 | norm: 0.7108 | dt: 390.57ms | tok/sec: 1342349.33 | lr: 0.000076
train: step: 91 | loss: 7.3839 | norm: 0.6877 | dt: 389.41ms | tok/sec: 1346381.43 | lr: 0.000077
train: step: 92 | loss: 7.3351 | norm: 0.6957 | dt: 389.14ms | tok/sec: 1347312.76 | lr: 0.000078
train: step: 93 | loss: 7.4925 | norm: 0.6298 | dt: 389.13ms | tok/sec: 1347340.83 | lr: 0.000079
train: step: 94 | loss: 7.3162 | norm: 0.6837 | dt: 389.47ms | tok/sec: 1346172.91 | lr: 0.000080
train: step: 95 | loss: 7.3507 | norm: 0.6268 | dt: 392.69ms | tok/sec: 1335114.63 | lr: 0.000081
train: step: 96 | loss: 7.2421 | norm: 0.6648 | dt: 388.60ms | tok/sec: 1349176.79 | lr: 0.000081
train: step: 97 | loss: 7.4364 | norm: 0.6476 | dt: 389.96ms | tok/sec: 1344469.21 | lr: 0.000082
train: step: 98 | loss: 7.4985 | norm: 0.6502 | dt: 389.22ms | tok/sec: 1347014.83 | lr: 0.000083
train: step: 99 | loss: 7.5844 | norm: 0.5556 | dt: 388.60ms | tok/sec: 1349166.86 | lr: 0.000084
train: step: 100 | loss: 7.4155 | norm: 0.6595 | dt: 389.72ms | tok/sec: 1345277.72 | lr: 0.000085
train: step: 101 | loss: 7.2958 | norm: 0.6837 | dt: 391.86ms | tok/sec: 1337952.90 | lr: 0.000086
train: step: 102 | loss: 7.3277 | norm: 0.5720 | dt: 391.49ms | tok/sec: 1339196.29 | lr: 0.000086
train: step: 103 | loss: 7.3197 | norm: 0.4750 | dt: 392.56ms | tok/sec: 1335548.45 | lr: 0.000087
train: step: 104 | loss: 7.3277 | norm: 0.6368 | dt: 395.65ms | tok/sec: 1325129.50 | lr: 0.000088
train: step: 105 | loss: 7.2799 | norm: 0.7434 | dt: 394.04ms | tok/sec: 1330547.17 | lr: 0.000089
train: step: 106 | loss: 7.1175 | norm: 0.5217 | dt: 393.15ms | tok/sec: 1333552.81 | lr: 0.000090
train: step: 107 | loss: 7.2667 | norm: 0.5397 | dt: 392.08ms | tok/sec: 1337196.26 | lr: 0.000091
train: step: 108 | loss: 7.2142 | norm: 0.7629 | dt: 392.84ms | tok/sec: 1334610.63 | lr: 0.000091
train: step: 109 | loss: 7.1192 | norm: 0.6653 | dt: 391.29ms | tok/sec: 1339900.50 | lr: 0.000092
train: step: 110 | loss: 7.2806 | norm: 0.5542 | dt: 390.49ms | tok/sec: 1342651.76 | lr: 0.000093
train: step: 111 | loss: 7.2852 | norm: 0.6635 | dt: 390.30ms | tok/sec: 1343302.16 | lr: 0.000094
train: step: 112 | loss: 7.1762 | norm: 0.5369 | dt: 395.07ms | tok/sec: 1327063.95 | lr: 0.000095
train: step: 113 | loss: 7.0932 | norm: 0.7133 | dt: 395.22ms | tok/sec: 1326579.61 | lr: 0.000096
train: step: 114 | loss: 7.0877 | norm: 0.4398 | dt: 390.45ms | tok/sec: 1342793.60 | lr: 0.000097
train: step: 115 | loss: 6.8911 | norm: 0.6838 | dt: 392.92ms | tok/sec: 1334336.91 | lr: 0.000097
train: step: 116 | loss: 7.2070 | norm: 0.5486 | dt: 392.15ms | tok/sec: 1336957.24 | lr: 0.000098
train: step: 117 | loss: 7.0555 | norm: 0.7260 | dt: 393.57ms | tok/sec: 1332126.97 | lr: 0.000099
train: step: 118 | loss: 7.1870 | norm: 0.8123 | dt: 391.33ms | tok/sec: 1339766.62 | lr: 0.000100
train: step: 119 | loss: 7.1012 | norm: 0.9339 | dt: 391.00ms | tok/sec: 1340875.20 | lr: 0.000101
train: step: 120 | loss: 7.1585 | norm: 0.6342 | dt: 390.50ms | tok/sec: 1342618.15 | lr: 0.000102
train: step: 121 | loss: 6.9815 | norm: 0.9389 | dt: 391.68ms | tok/sec: 1338563.71 | lr: 0.000102
train: step: 122 | loss: 7.0159 | norm: 0.7003 | dt: 391.12ms | tok/sec: 1340485.31 | lr: 0.000103
train: step: 123 | loss: 6.8397 | norm: 0.5358 | dt: 391.21ms | tok/sec: 1340165.07 | lr: 0.000104
train: step: 124 | loss: 6.9901 | norm: 0.8908 | dt: 389.90ms | tok/sec: 1344662.41 | lr: 0.000105
train: step: 125 | loss: 7.2226 | norm: 1.2116 | dt: 390.52ms | tok/sec: 1342547.66 | lr: 0.000106
train: step: 126 | loss: 6.9541 | norm: 0.4964 | dt: 390.41ms | tok/sec: 1342902.66 | lr: 0.000107
train: step: 127 | loss: 6.9002 | norm: 0.7148 | dt: 392.17ms | tok/sec: 1336885.71 | lr: 0.000107
train: step: 128 | loss: 6.9744 | norm: 1.1008 | dt: 391.73ms | tok/sec: 1338391.00 | lr: 0.000108
train: step: 129 | loss: 7.0258 | norm: 0.4835 | dt: 390.50ms | tok/sec: 1342609.14 | lr: 0.000109
train: step: 130 | loss: 7.1895 | norm: 0.9086 | dt: 390.43ms | tok/sec: 1342861.66 | lr: 0.000110
train: step: 131 | loss: 6.9444 | norm: 0.7501 | dt: 390.35ms | tok/sec: 1343112.64 | lr: 0.000111
train: step: 132 | loss: 6.8634 | norm: 0.5819 | dt: 391.30ms | tok/sec: 1339846.61 | lr: 0.000112
train: step: 133 | loss: 6.8712 | norm: 0.6660 | dt: 391.29ms | tok/sec: 1339882.53 | lr: 0.000112
train: step: 134 | loss: 6.6582 | norm: 0.6434 | dt: 391.16ms | tok/sec: 1340357.03 | lr: 0.000113
train: step: 135 | loss: 6.7904 | norm: 0.4730 | dt: 390.74ms | tok/sec: 1341772.72 | lr: 0.000114
train: step: 136 | loss: 6.7700 | norm: 0.8396 | dt: 391.35ms | tok/sec: 1339689.89 | lr: 0.000115
train: step: 137 | loss: 6.7407 | norm: 0.5919 | dt: 389.81ms | tok/sec: 1344981.51 | lr: 0.000116
train: step: 138 | loss: 6.7779 | norm: 0.6084 | dt: 391.15ms | tok/sec: 1340365.20 | lr: 0.000117
train: step: 139 | loss: 6.7827 | norm: 0.7277 | dt: 391.40ms | tok/sec: 1339530.76 | lr: 0.000117
train: step: 140 | loss: 6.7430 | norm: 1.1240 | dt: 393.69ms | tok/sec: 1331721.19 | lr: 0.000118
train: step: 141 | loss: 6.7365 | norm: 0.5063 | dt: 391.30ms | tok/sec: 1339873.55 | lr: 0.000119
train: step: 142 | loss: 6.8385 | norm: 1.2012 | dt: 393.18ms | tok/sec: 1333467.90 | lr: 0.000120
train: step: 143 | loss: 6.7255 | norm: 0.6933 | dt: 392.00ms | tok/sec: 1337474.41 | lr: 0.000121
train: step: 144 | loss: 6.7391 | norm: 0.6847 | dt: 394.61ms | tok/sec: 1328629.86 | lr: 0.000122
train: step: 145 | loss: 6.8559 | norm: 0.9314 | dt: 392.18ms | tok/sec: 1336861.33 | lr: 0.000123
train: step: 146 | loss: 6.8466 | norm: 0.4568 | dt: 390.60ms | tok/sec: 1342255.93 | lr: 0.000123
train: step: 147 | loss: 6.8359 | norm: 0.8836 | dt: 390.07ms | tok/sec: 1344071.48 | lr: 0.000124
train: step: 148 | loss: 6.8051 | norm: 0.6290 | dt: 390.01ms | tok/sec: 1344276.89 | lr: 0.000125
train: step: 149 | loss: 6.9201 | norm: 0.5486 | dt: 392.35ms | tok/sec: 1336286.17 | lr: 0.000126
train: step: 150 | loss: 6.8679 | norm: 0.6391 | dt: 391.33ms | tok/sec: 1339762.53 | lr: 0.000127
train: step: 151 | loss: 6.7312 | norm: 0.6573 | dt: 390.79ms | tok/sec: 1341606.54 | lr: 0.000128
train: step: 152 | loss: 6.8034 | norm: 0.6589 | dt: 389.91ms | tok/sec: 1344652.54 | lr: 0.000128
train: step: 153 | loss: 6.9475 | norm: 0.6165 | dt: 390.28ms | tok/sec: 1343357.97 | lr: 0.000129
train: step: 154 | loss: 6.8062 | norm: 0.5275 | dt: 390.80ms | tok/sec: 1341582.80 | lr: 0.000130
train: step: 155 | loss: 6.7762 | norm: 0.7381 | dt: 389.64ms | tok/sec: 1345583.95 | lr: 0.000131
train: step: 156 | loss: 6.6748 | norm: 0.6603 | dt: 391.54ms | tok/sec: 1339043.80 | lr: 0.000132
train: step: 157 | loss: 6.7138 | norm: 0.6197 | dt: 393.39ms | tok/sec: 1332734.91 | lr: 0.000133
train: step: 158 | loss: 6.6614 | norm: 0.5389 | dt: 391.50ms | tok/sec: 1339193.85 | lr: 0.000133
train: step: 159 | loss: 6.7303 | norm: 0.3931 | dt: 391.16ms | tok/sec: 1340350.50 | lr: 0.000134
train: step: 160 | loss: 6.7628 | norm: 0.6350 | dt: 390.44ms | tok/sec: 1342802.62 | lr: 0.000135
train: step: 161 | loss: 6.5989 | norm: 0.5326 | dt: 391.22ms | tok/sec: 1340144.65 | lr: 0.000136
train: step: 162 | loss: 6.5382 | norm: 0.5446 | dt: 391.24ms | tok/sec: 1340065.43 | lr: 0.000137
train: step: 163 | loss: 6.6018 | norm: 0.4652 | dt: 393.04ms | tok/sec: 1333941.91 | lr: 0.000138
train: step: 164 | loss: 6.5502 | norm: 0.4640 | dt: 393.76ms | tok/sec: 1331476.87 | lr: 0.000138
train: step: 165 | loss: 6.6039 | norm: 0.4274 | dt: 393.31ms | tok/sec: 1333001.50 | lr: 0.000139
train: step: 166 | loss: 6.5649 | norm: 0.4698 | dt: 393.23ms | tok/sec: 1333279.53 | lr: 0.000140
train: step: 167 | loss: 6.4855 | norm: 0.4499 | dt: 392.81ms | tok/sec: 1334713.51 | lr: 0.000141
train: step: 168 | loss: 6.4804 | norm: 0.4522 | dt: 393.92ms | tok/sec: 1330936.13 | lr: 0.000142
train: step: 169 | loss: 6.5578 | norm: 0.4150 | dt: 396.56ms | tok/sec: 1322092.51 | lr: 0.000143
train: step: 170 | loss: 6.4778 | norm: 0.4190 | dt: 392.53ms | tok/sec: 1335653.09 | lr: 0.000143
train: step: 171 | loss: 6.6045 | norm: 0.5165 | dt: 391.64ms | tok/sec: 1338698.98 | lr: 0.000144
train: step: 172 | loss: 6.5815 | norm: 0.6398 | dt: 391.18ms | tok/sec: 1340273.71 | lr: 0.000145
train: step: 173 | loss: 6.4926 | norm: 0.8144 | dt: 391.87ms | tok/sec: 1337915.45 | lr: 0.000146
train: step: 174 | loss: 6.4649 | norm: 0.8030 | dt: 391.66ms | tok/sec: 1338634.60 | lr: 0.000147
train: step: 175 | loss: 6.5119 | norm: 0.7010 | dt: 391.82ms | tok/sec: 1338095.37 | lr: 0.000148
train: step: 176 | loss: 6.5547 | norm: 0.8295 | dt: 391.68ms | tok/sec: 1338563.71 | lr: 0.000149
train: step: 177 | loss: 6.5216 | norm: 0.7546 | dt: 393.68ms | tok/sec: 1331758.29 | lr: 0.000149
train: step: 178 | loss: 6.6588 | norm: 0.7801 | dt: 391.70ms | tok/sec: 1338509.94 | lr: 0.000150
train: step: 179 | loss: 6.4083 | norm: 0.5882 | dt: 390.07ms | tok/sec: 1344098.59 | lr: 0.000151
train: step: 180 | loss: 6.3562 | norm: 0.6611 | dt: 390.25ms | tok/sec: 1343463.02 | lr: 0.000152
train: step: 181 | loss: 6.4958 | norm: 0.5510 | dt: 390.74ms | tok/sec: 1341791.55 | lr: 0.000153
train: step: 182 | loss: 6.4172 | norm: 0.5800 | dt: 393.38ms | tok/sec: 1332768.02 | lr: 0.000154
train: step: 183 | loss: 6.3857 | norm: 0.5246 | dt: 393.67ms | tok/sec: 1331784.90 | lr: 0.000154
train: step: 184 | loss: 6.4328 | norm: 0.4450 | dt: 391.30ms | tok/sec: 1339875.19 | lr: 0.000155
train: step: 185 | loss: 6.3877 | norm: 0.4286 | dt: 390.62ms | tok/sec: 1342206.77 | lr: 0.000156
train: step: 186 | loss: 6.3431 | norm: 0.3547 | dt: 393.28ms | tok/sec: 1333120.30 | lr: 0.000157
train: step: 187 | loss: 6.3650 | norm: 0.4995 | dt: 392.94ms | tok/sec: 1334268.90 | lr: 0.000158
train: step: 188 | loss: 6.3017 | norm: 0.4911 | dt: 392.13ms | tok/sec: 1337033.65 | lr: 0.000159
train: step: 189 | loss: 6.3734 | norm: 0.6941 | dt: 391.54ms | tok/sec: 1339041.35 | lr: 0.000159
train: step: 190 | loss: 6.5014 | norm: 0.8328 | dt: 1565.15ms | tok/sec: 334976.91 | lr: 0.000160
train: step: 191 | loss: 6.5274 | norm: 1.5684 | dt: 1404.03ms | tok/sec: 373416.12 | lr: 0.000161
train: step: 192 | loss: 6.4891 | norm: 0.5807 | dt: 393.15ms | tok/sec: 1333544.73 | lr: 0.000162
train: step: 193 | loss: 6.5373 | norm: 0.9047 | dt: 394.46ms | tok/sec: 1329144.62 | lr: 0.000163
train: step: 194 | loss: 6.5012 | norm: 0.9968 | dt: 392.24ms | tok/sec: 1336664.68 | lr: 0.000164
train: step: 195 | loss: 6.4690 | norm: 0.6918 | dt: 392.92ms | tok/sec: 1334335.29 | lr: 0.000164
train: step: 196 | loss: 6.4875 | norm: 0.8153 | dt: 393.30ms | tok/sec: 1333039.48 | lr: 0.000165
train: step: 197 | loss: 6.4301 | norm: 0.5970 | dt: 391.73ms | tok/sec: 1338383.67 | lr: 0.000166
train: step: 198 | loss: 6.4833 | norm: 0.8069 | dt: 392.91ms | tok/sec: 1334375.78 | lr: 0.000167
train: step: 199 | loss: 6.5066 | norm: 0.5211 | dt: 392.00ms | tok/sec: 1337454.07 | lr: 0.000168
train: step: 200 | loss: 6.4260 | norm: 0.5879 | dt: 390.36ms | tok/sec: 1343095.41 | lr: 0.000169
train: step: 201 | loss: 6.4970 | norm: 0.5394 | dt: 391.91ms | tok/sec: 1337768.13 | lr: 0.000170
train: step: 202 | loss: 6.4088 | norm: 0.5596 | dt: 391.39ms | tok/sec: 1339562.58 | lr: 0.000170
train: step: 203 | loss: 6.3868 | norm: 0.4005 | dt: 390.93ms | tok/sec: 1341125.43 | lr: 0.000171
train: step: 204 | loss: 6.4914 | norm: 0.4239 | dt: 392.70ms | tok/sec: 1335077.35 | lr: 0.000172
train: step: 205 | loss: 6.3421 | norm: 0.4330 | dt: 392.22ms | tok/sec: 1336727.24 | lr: 0.000173
train: step: 206 | loss: 6.3767 | norm: 0.5738 | dt: 392.20ms | tok/sec: 1336792.25 | lr: 0.000174
train: step: 207 | loss: 6.4556 | norm: 0.6230 | dt: 392.22ms | tok/sec: 1336719.12 | lr: 0.000175
train: step: 208 | loss: 6.4038 | norm: 0.6729 | dt: 390.88ms | tok/sec: 1341307.04 | lr: 0.000175
train: step: 209 | loss: 6.4191 | norm: 0.8963 | dt: 389.28ms | tok/sec: 1346828.38 | lr: 0.000176
train: step: 210 | loss: 7.0655 | norm: 1.0045 | dt: 390.73ms | tok/sec: 1341805.47 | lr: 0.000177
train: step: 211 | loss: 6.3249 | norm: 1.1834 | dt: 392.11ms | tok/sec: 1337108.44 | lr: 0.000178
train: step: 212 | loss: 6.3647 | norm: 0.9217 | dt: 391.19ms | tok/sec: 1340222.24 | lr: 0.000179
train: step: 213 | loss: 6.3341 | norm: 0.8149 | dt: 390.79ms | tok/sec: 1341604.90 | lr: 0.000180
train: step: 214 | loss: 6.3620 | norm: 0.6886 | dt: 390.91ms | tok/sec: 1341211.32 | lr: 0.000180
train: step: 215 | loss: 6.1457 | norm: 0.7726 | dt: 392.14ms | tok/sec: 1336987.31 | lr: 0.000181
train: step: 216 | loss: 6.2710 | norm: 0.7542 | dt: 391.57ms | tok/sec: 1338934.55 | lr: 0.000182
train: step: 217 | loss: 6.4039 | norm: 0.6592 | dt: 391.36ms | tok/sec: 1339665.41 | lr: 0.000183
train: step: 218 | loss: 6.2366 | norm: 0.6243 | dt: 392.12ms | tok/sec: 1337057.23 | lr: 0.000184
train: step: 219 | loss: 6.2097 | norm: 0.5503 | dt: 392.08ms | tok/sec: 1337188.13 | lr: 0.000185
train: step: 220 | loss: 6.2950 | norm: 0.5267 | dt: 391.91ms | tok/sec: 1337785.22 | lr: 0.000185
train: step: 221 | loss: 6.3354 | norm: 0.5361 | dt: 392.75ms | tok/sec: 1334924.17 | lr: 0.000186
train: step: 222 | loss: 6.3513 | norm: 0.4832 | dt: 393.29ms | tok/sec: 1333096.86 | lr: 0.000187
train: step: 223 | loss: 6.2986 | norm: 0.4768 | dt: 391.98ms | tok/sec: 1337550.06 | lr: 0.000188
train: step: 224 | loss: 6.2257 | norm: 0.6704 | dt: 396.02ms | tok/sec: 1323893.74 | lr: 0.000189
train: step: 225 | loss: 6.1632 | norm: 0.4552 | dt: 391.05ms | tok/sec: 1340706.79 | lr: 0.000190
train: step: 226 | loss: 6.2232 | norm: 0.5242 | dt: 390.97ms | tok/sec: 1341008.48 | lr: 0.000190
