val: step: 0 | loss: 10.9671
hellaswag: accuracy: 0.1840 | total: 2000 | correct: 368
hellaswag: accuracy: 0.1840 | total: 2000 | correct: 368
hellaswag: accuracy: 0.1840 | total: 2000 | correct: 368
hellaswag: accuracy: 0.1840 | total: 2000 | correct: 368
train: step: 0 | loss: 10.9773 | norm: 6.0355 | dt: 63077.40ms | tok/sec: 8311.82 | lr: 0.000001
train: step: 49 | loss: 8.8011 | norm: 1.7585 | dt: 387.65ms | tok/sec: 1352461.90 | lr: 0.000042
train: step: 50 | loss: 8.7883 | norm: 1.7174 | dt: 386.57ms | tok/sec: 1356263.92 | lr: 0.000043
train: step: 51 | loss: 8.8067 | norm: 1.6751 | dt: 387.65ms | tok/sec: 1352476.04 | lr: 0.000044
train: step: 52 | loss: 8.7433 | norm: 1.6453 | dt: 387.87ms | tok/sec: 1351718.68 | lr: 0.000044
train: step: 53 | loss: 8.7047 | norm: 1.6423 | dt: 389.33ms | tok/sec: 1346653.52 | lr: 0.000045
train: step: 54 | loss: 8.5952 | norm: 1.7374 | dt: 388.98ms | tok/sec: 1347855.32 | lr: 0.000046
train: step: 55 | loss: 8.6163 | norm: 1.6194 | dt: 389.74ms | tok/sec: 1345209.42 | lr: 0.000047
train: step: 56 | loss: 8.5133 | norm: 1.5779 | dt: 390.65ms | tok/sec: 1342089.63 | lr: 0.000048
train: step: 57 | loss: 8.5369 | norm: 1.5027 | dt: 389.80ms | tok/sec: 1345002.08 | lr: 0.000049
train: step: 58 | loss: 8.4479 | norm: 1.5832 | dt: 387.98ms | tok/sec: 1351314.16 | lr: 0.000050
train: step: 59 | loss: 8.5185 | norm: 1.4821 | dt: 387.64ms | tok/sec: 1352521.79 | lr: 0.000050
train: step: 60 | loss: 8.4364 | norm: 1.5619 | dt: 388.14ms | tok/sec: 1350779.60 | lr: 0.000051
train: step: 61 | loss: 8.4053 | norm: 1.4846 | dt: 388.45ms | tok/sec: 1349676.95 | lr: 0.000052
train: step: 62 | loss: 8.4471 | norm: 1.4444 | dt: 387.12ms | tok/sec: 1354331.88 | lr: 0.000053
train: step: 63 | loss: 8.3749 | norm: 1.5615 | dt: 387.49ms | tok/sec: 1353036.09 | lr: 0.000054
train: step: 64 | loss: 8.3622 | norm: 1.4419 | dt: 387.12ms | tok/sec: 1354341.89 | lr: 0.000055
train: step: 65 | loss: 8.2248 | norm: 1.4111 | dt: 386.50ms | tok/sec: 1356509.05 | lr: 0.000055
train: step: 66 | loss: 8.1395 | norm: 1.3961 | dt: 386.68ms | tok/sec: 1355865.03 | lr: 0.000056
train: step: 67 | loss: 8.1769 | norm: 1.2967 | dt: 387.97ms | tok/sec: 1351375.61 | lr: 0.000057
train: step: 68 | loss: 8.0812 | norm: 1.2987 | dt: 387.87ms | tok/sec: 1351707.88 | lr: 0.000058
train: step: 69 | loss: 8.0724 | norm: 1.2847 | dt: 387.20ms | tok/sec: 1354057.51 | lr: 0.000059
train: step: 70 | loss: 8.0545 | norm: 1.1954 | dt: 388.40ms | tok/sec: 1349860.05 | lr: 0.000060
train: step: 71 | loss: 8.1308 | norm: 1.1950 | dt: 387.93ms | tok/sec: 1351502.68 | lr: 0.000060
train: step: 72 | loss: 7.9094 | norm: 1.1282 | dt: 387.07ms | tok/sec: 1354500.39 | lr: 0.000061
train: step: 73 | loss: 7.9052 | norm: 1.1346 | dt: 387.88ms | tok/sec: 1351688.77 | lr: 0.000062
train: step: 74 | loss: 7.9083 | norm: 1.1344 | dt: 387.21ms | tok/sec: 1354020.00 | lr: 0.000063
train: step: 75 | loss: 7.8199 | norm: 1.1089 | dt: 387.86ms | tok/sec: 1351734.47 | lr: 0.000064
train: step: 76 | loss: 7.8368 | norm: 1.0627 | dt: 387.10ms | tok/sec: 1354413.63 | lr: 0.000065
train: step: 77 | loss: 7.7270 | norm: 1.0348 | dt: 388.09ms | tok/sec: 1350952.20 | lr: 0.000065
train: step: 78 | loss: 7.7775 | norm: 1.1776 | dt: 387.13ms | tok/sec: 1354291.84 | lr: 0.000066
train: step: 79 | loss: 7.7632 | norm: 1.0851 | dt: 387.22ms | tok/sec: 1353975.81 | lr: 0.000067
train: step: 80 | loss: 7.7342 | norm: 1.0792 | dt: 387.09ms | tok/sec: 1354429.48 | lr: 0.000068
train: step: 81 | loss: 7.7024 | norm: 0.9379 | dt: 387.59ms | tok/sec: 1352683.20 | lr: 0.000069
train: step: 82 | loss: 7.6186 | norm: 0.8915 | dt: 388.63ms | tok/sec: 1349060.09 | lr: 0.000070
train: step: 83 | loss: 7.9172 | norm: 0.9542 | dt: 389.32ms | tok/sec: 1346679.09 | lr: 0.000070
train: step: 84 | loss: 7.5440 | norm: 0.9986 | dt: 389.19ms | tok/sec: 1347130.35 | lr: 0.000071
train: step: 85 | loss: 7.6234 | norm: 0.8332 | dt: 388.50ms | tok/sec: 1349525.37 | lr: 0.000072
train: step: 86 | loss: 7.5393 | norm: 0.8167 | dt: 387.84ms | tok/sec: 1351806.76 | lr: 0.000073
train: step: 87 | loss: 7.3964 | norm: 0.8014 | dt: 388.21ms | tok/sec: 1350534.87 | lr: 0.000074
train: step: 88 | loss: 7.4813 | norm: 0.8548 | dt: 388.06ms | tok/sec: 1351031.88 | lr: 0.000075
train: step: 89 | loss: 7.4429 | norm: 0.8046 | dt: 393.39ms | tok/sec: 1332731.67 | lr: 0.000076
train: step: 90 | loss: 7.4217 | norm: 0.7545 | dt: 391.17ms | tok/sec: 1340308.01 | lr: 0.000076
train: step: 91 | loss: 7.3910 | norm: 0.6241 | dt: 388.63ms | tok/sec: 1349055.12 | lr: 0.000077
train: step: 92 | loss: 7.3307 | norm: 0.7117 | dt: 387.59ms | tok/sec: 1352669.88 | lr: 0.000078
train: step: 93 | loss: 7.4857 | norm: 0.6720 | dt: 388.85ms | tok/sec: 1348317.29 | lr: 0.000079
train: step: 94 | loss: 7.3181 | norm: 0.6808 | dt: 388.66ms | tok/sec: 1348953.33 | lr: 0.000080
train: step: 95 | loss: 7.3549 | norm: 0.7084 | dt: 387.57ms | tok/sec: 1352763.08 | lr: 0.000081
train: step: 96 | loss: 7.2492 | norm: 0.4736 | dt: 387.45ms | tok/sec: 1353185.96 | lr: 0.000081
train: step: 97 | loss: 7.4317 | norm: 0.5709 | dt: 388.29ms | tok/sec: 1350248.77 | lr: 0.000082
train: step: 98 | loss: 7.4987 | norm: 0.6384 | dt: 388.68ms | tok/sec: 1348882.17 | lr: 0.000083
train: step: 99 | loss: 7.5844 | norm: 0.7283 | dt: 388.30ms | tok/sec: 1350221.42 | lr: 0.000084
train: step: 100 | loss: 7.4192 | norm: 0.6963 | dt: 388.87ms | tok/sec: 1348225.53 | lr: 0.000085
train: step: 101 | loss: 7.3030 | norm: 0.5363 | dt: 388.27ms | tok/sec: 1350303.50 | lr: 0.000086
train: step: 102 | loss: 7.3295 | norm: 0.7405 | dt: 388.80ms | tok/sec: 1348494.23 | lr: 0.000086
train: step: 103 | loss: 7.3187 | norm: 0.5474 | dt: 390.02ms | tok/sec: 1344263.74 | lr: 0.000087
train: step: 104 | loss: 7.3282 | norm: 0.6516 | dt: 391.71ms | tok/sec: 1338474.91 | lr: 0.000088
train: step: 105 | loss: 7.2758 | norm: 0.4866 | dt: 394.16ms | tok/sec: 1330139.94 | lr: 0.000089
train: step: 106 | loss: 7.1210 | norm: 0.5168 | dt: 391.41ms | tok/sec: 1339470.38 | lr: 0.000090
train: step: 107 | loss: 7.2775 | norm: 0.6647 | dt: 391.53ms | tok/sec: 1339067.45 | lr: 0.000091
train: step: 108 | loss: 7.2086 | norm: 0.5365 | dt: 388.24ms | tok/sec: 1350425.39 | lr: 0.000091
train: step: 109 | loss: 7.1174 | norm: 0.6128 | dt: 390.04ms | tok/sec: 1344182.40 | lr: 0.000092
train: step: 110 | loss: 7.2816 | norm: 0.4233 | dt: 390.24ms | tok/sec: 1343491.74 | lr: 0.000093
train: step: 111 | loss: 7.2874 | norm: 0.6072 | dt: 388.58ms | tok/sec: 1349245.50 | lr: 0.000094
train: step: 112 | loss: 7.1760 | norm: 0.4654 | dt: 388.58ms | tok/sec: 1349228.12 | lr: 0.000095
train: step: 113 | loss: 7.0886 | norm: 0.4904 | dt: 388.84ms | tok/sec: 1348350.36 | lr: 0.000096
train: step: 114 | loss: 7.0896 | norm: 0.5160 | dt: 389.56ms | tok/sec: 1345846.65 | lr: 0.000097
train: step: 115 | loss: 6.8792 | norm: 0.5915 | dt: 389.01ms | tok/sec: 1347736.36 | lr: 0.000097
train: step: 116 | loss: 7.2092 | norm: 0.9523 | dt: 388.94ms | tok/sec: 1347979.25 | lr: 0.000098
train: step: 117 | loss: 7.0559 | norm: 1.2548 | dt: 391.24ms | tok/sec: 1340059.72 | lr: 0.000099
train: step: 118 | loss: 7.1904 | norm: 0.6543 | dt: 391.61ms | tok/sec: 1338809.01 | lr: 0.000100
train: step: 119 | loss: 7.0993 | norm: 0.7154 | dt: 392.58ms | tok/sec: 1335508.70 | lr: 0.000101
train: step: 120 | loss: 7.1530 | norm: 0.5747 | dt: 395.73ms | tok/sec: 1324859.66 | lr: 0.000102
train: step: 121 | loss: 6.9766 | norm: 0.7301 | dt: 391.51ms | tok/sec: 1339135.94 | lr: 0.000102
train: step: 122 | loss: 7.0123 | norm: 0.5505 | dt: 388.78ms | tok/sec: 1348534.75 | lr: 0.000103
train: step: 123 | loss: 6.8389 | norm: 0.5165 | dt: 388.32ms | tok/sec: 1350150.95 | lr: 0.000104
train: step: 124 | loss: 6.9842 | norm: 0.4281 | dt: 388.81ms | tok/sec: 1348426.43 | lr: 0.000105
train: step: 125 | loss: 7.2281 | norm: 0.8089 | dt: 389.18ms | tok/sec: 1347150.98 | lr: 0.000106
train: step: 126 | loss: 6.9507 | norm: 0.6078 | dt: 389.12ms | tok/sec: 1347360.64 | lr: 0.000107
train: step: 127 | loss: 6.8979 | norm: 0.9043 | dt: 390.43ms | tok/sec: 1342836.24 | lr: 0.000107
train: step: 128 | loss: 6.9682 | norm: 0.8623 | dt: 389.78ms | tok/sec: 1345086.00 | lr: 0.000108
train: step: 129 | loss: 7.0201 | norm: 0.3461 | dt: 389.44ms | tok/sec: 1346255.32 | lr: 0.000109
train: step: 130 | loss: 7.1960 | norm: 0.6429 | dt: 388.24ms | tok/sec: 1350426.22 | lr: 0.000110
train: step: 131 | loss: 6.9410 | norm: 1.0325 | dt: 389.11ms | tok/sec: 1347399.44 | lr: 0.000111
train: step: 132 | loss: 6.8662 | norm: 1.0937 | dt: 389.62ms | tok/sec: 1345624.29 | lr: 0.000112
train: step: 133 | loss: 6.8700 | norm: 1.1598 | dt: 388.82ms | tok/sec: 1348409.89 | lr: 0.000112
train: step: 134 | loss: 6.6681 | norm: 1.2221 | dt: 389.99ms | tok/sec: 1344373.87 | lr: 0.000113
train: step: 135 | loss: 6.7975 | norm: 0.9444 | dt: 389.52ms | tok/sec: 1345971.86 | lr: 0.000114
train: step: 136 | loss: 6.7679 | norm: 1.0169 | dt: 390.30ms | tok/sec: 1343312.01 | lr: 0.000115
train: step: 137 | loss: 6.7480 | norm: 0.7943 | dt: 389.59ms | tok/sec: 1345732.17 | lr: 0.000116
train: step: 138 | loss: 6.7776 | norm: 0.6613 | dt: 389.24ms | tok/sec: 1346947.99 | lr: 0.000117
train: step: 139 | loss: 6.7803 | norm: 0.7282 | dt: 390.04ms | tok/sec: 1344174.18 | lr: 0.000117
train: step: 140 | loss: 6.7339 | norm: 0.6720 | dt: 389.21ms | tok/sec: 1347062.68 | lr: 0.000118
train: step: 141 | loss: 6.7392 | norm: 0.5911 | dt: 389.34ms | tok/sec: 1346614.76 | lr: 0.000119
train: step: 142 | loss: 6.8319 | norm: 0.7206 | dt: 388.66ms | tok/sec: 1348962.44 | lr: 0.000120
train: step: 143 | loss: 6.7223 | norm: 0.5833 | dt: 389.57ms | tok/sec: 1345799.70 | lr: 0.000121
train: step: 144 | loss: 6.7444 | norm: 0.5722 | dt: 389.88ms | tok/sec: 1344744.64 | lr: 0.000122
train: step: 145 | loss: 6.8514 | norm: 0.6665 | dt: 389.51ms | tok/sec: 1346022.12 | lr: 0.000123
train: step: 146 | loss: 6.8410 | norm: 0.6401 | dt: 389.33ms | tok/sec: 1346637.03 | lr: 0.000123
train: step: 147 | loss: 6.8297 | norm: 0.4964 | dt: 389.17ms | tok/sec: 1347209.58 | lr: 0.000124
train: step: 148 | loss: 6.8032 | norm: 0.4837 | dt: 389.61ms | tok/sec: 1345662.17 | lr: 0.000125
train: step: 149 | loss: 6.9215 | norm: 0.6293 | dt: 389.77ms | tok/sec: 1345114.79 | lr: 0.000126
train: step: 150 | loss: 6.8594 | norm: 0.5025 | dt: 390.21ms | tok/sec: 1343588.61 | lr: 0.000127
train: step: 151 | loss: 6.7237 | norm: 0.5009 | dt: 388.83ms | tok/sec: 1348389.22 | lr: 0.000128
train: step: 152 | loss: 6.8038 | norm: 0.6972 | dt: 388.74ms | tok/sec: 1348685.28 | lr: 0.000128
train: step: 153 | loss: 6.9561 | norm: 0.9274 | dt: 391.44ms | tok/sec: 1339398.58 | lr: 0.000129
train: step: 154 | loss: 6.8150 | norm: 0.7962 | dt: 389.47ms | tok/sec: 1346174.56 | lr: 0.000130
train: step: 155 | loss: 6.7745 | norm: 0.6069 | dt: 388.70ms | tok/sec: 1348826.74 | lr: 0.000131
train: step: 156 | loss: 6.6734 | norm: 0.7415 | dt: 389.73ms | tok/sec: 1345243.16 | lr: 0.000132
train: step: 157 | loss: 6.7156 | norm: 0.7209 | dt: 389.97ms | tok/sec: 1344423.18 | lr: 0.000133
train: step: 158 | loss: 6.6709 | norm: 0.8330 | dt: 390.24ms | tok/sec: 1343486.82 | lr: 0.000133
train: step: 159 | loss: 6.7374 | norm: 0.5590 | dt: 390.10ms | tok/sec: 1343995.09 | lr: 0.000134
train: step: 160 | loss: 6.7695 | norm: 0.7128 | dt: 389.03ms | tok/sec: 1347667.81 | lr: 0.000135
train: step: 161 | loss: 6.6003 | norm: 0.4940 | dt: 389.92ms | tok/sec: 1344618.83 | lr: 0.000136
train: step: 162 | loss: 6.5347 | norm: 0.4209 | dt: 389.56ms | tok/sec: 1345835.12 | lr: 0.000137
train: step: 163 | loss: 6.6044 | norm: 0.4977 | dt: 391.49ms | tok/sec: 1339203.63 | lr: 0.000138
train: step: 164 | loss: 6.5559 | norm: 0.5680 | dt: 391.11ms | tok/sec: 1340526.17 | lr: 0.000138
train: step: 165 | loss: 6.6098 | norm: 0.7165 | dt: 391.50ms | tok/sec: 1339163.67 | lr: 0.000139
train: step: 166 | loss: 6.5754 | norm: 0.8489 | dt: 391.24ms | tok/sec: 1340062.98 | lr: 0.000140
train: step: 167 | loss: 6.4934 | norm: 0.8600 | dt: 390.85ms | tok/sec: 1341420.77 | lr: 0.000141
train: step: 168 | loss: 6.4863 | norm: 0.5429 | dt: 391.55ms | tok/sec: 1338990.80 | lr: 0.000142
train: step: 169 | loss: 6.5614 | norm: 0.5403 | dt: 391.59ms | tok/sec: 1338861.99 | lr: 0.000143
train: step: 170 | loss: 6.4900 | norm: 0.6611 | dt: 393.51ms | tok/sec: 1332341.66 | lr: 0.000143
train: step: 171 | loss: 6.6112 | norm: 0.5321 | dt: 391.23ms | tok/sec: 1340105.45 | lr: 0.000144
train: step: 172 | loss: 6.5890 | norm: 0.5149 | dt: 391.33ms | tok/sec: 1339742.94 | lr: 0.000145
train: step: 173 | loss: 6.4939 | norm: 0.6123 | dt: 391.53ms | tok/sec: 1339071.52 | lr: 0.000146
train: step: 174 | loss: 6.4674 | norm: 0.5793 | dt: 391.72ms | tok/sec: 1338410.55 | lr: 0.000147
train: step: 175 | loss: 6.5094 | norm: 0.5195 | dt: 390.94ms | tok/sec: 1341081.27 | lr: 0.000148
train: step: 176 | loss: 6.5474 | norm: 0.5278 | dt: 391.90ms | tok/sec: 1337827.54 | lr: 0.000149
train: step: 177 | loss: 6.5195 | norm: 0.5073 | dt: 391.54ms | tok/sec: 1339042.17 | lr: 0.000149
train: step: 178 | loss: 6.6599 | norm: 0.5896 | dt: 396.57ms | tok/sec: 1322052.77 | lr: 0.000150
train: step: 179 | loss: 6.4201 | norm: 0.9447 | dt: 392.44ms | tok/sec: 1335968.74 | lr: 0.000151
train: step: 180 | loss: 6.3713 | norm: 1.0613 | dt: 390.93ms | tok/sec: 1341122.16 | lr: 0.000152
train: step: 181 | loss: 6.5065 | norm: 0.7462 | dt: 390.62ms | tok/sec: 1342208.41 | lr: 0.000153
train: step: 182 | loss: 6.4215 | norm: 0.6539 | dt: 388.98ms | tok/sec: 1347852.84 | lr: 0.000154
train: step: 183 | loss: 6.3940 | norm: 0.8668 | dt: 389.57ms | tok/sec: 1345825.24 | lr: 0.000154
train: step: 184 | loss: 6.4436 | norm: 0.8777 | dt: 390.11ms | tok/sec: 1343945.80 | lr: 0.000155
train: step: 185 | loss: 6.4030 | norm: 0.7746 | dt: 392.40ms | tok/sec: 1336121.35 | lr: 0.000156
train: step: 186 | loss: 6.3551 | norm: 0.6387 | dt: 394.87ms | tok/sec: 1327758.65 | lr: 0.000157
train: step: 187 | loss: 6.3769 | norm: 0.8626 | dt: 389.85ms | tok/sec: 1344840.04 | lr: 0.000158
train: step: 188 | loss: 6.3130 | norm: 0.7797 | dt: 389.04ms | tok/sec: 1347647.99 | lr: 0.000159
train: step: 189 | loss: 6.3793 | norm: 0.6586 | dt: 390.04ms | tok/sec: 1344176.64 | lr: 0.000159
train: step: 190 | loss: 6.5027 | norm: 0.5205 | dt: 1366.20ms | tok/sec: 383757.15 | lr: 0.000160
train: step: 191 | loss: 6.5090 | norm: 0.5659 | dt: 1432.82ms | tok/sec: 365914.51 | lr: 0.000161
train: step: 192 | loss: 6.4888 | norm: 0.5415 | dt: 388.74ms | tok/sec: 1348676.18 | lr: 0.000162
train: step: 193 | loss: 6.5373 | norm: 0.6051 | dt: 388.78ms | tok/sec: 1348533.93 | lr: 0.000163
train: step: 194 | loss: 6.5034 | norm: 0.7188 | dt: 389.15ms | tok/sec: 1347250.85 | lr: 0.000164
train: step: 195 | loss: 6.4790 | norm: 0.8392 | dt: 389.72ms | tok/sec: 1345305.71 | lr: 0.000164
train: step: 196 | loss: 6.4902 | norm: 0.8485 | dt: 388.99ms | tok/sec: 1347818.14 | lr: 0.000165
train: step: 197 | loss: 6.4282 | norm: 0.6480 | dt: 389.89ms | tok/sec: 1344713.39 | lr: 0.000166
train: step: 198 | loss: 6.4873 | norm: 0.5451 | dt: 390.97ms | tok/sec: 1340998.67 | lr: 0.000167
train: step: 199 | loss: 6.5072 | norm: 0.5285 | dt: 392.17ms | tok/sec: 1336876.77 | lr: 0.000168
train: step: 200 | loss: 6.4207 | norm: 0.6283 | dt: 389.03ms | tok/sec: 1347671.11 | lr: 0.000169
train: step: 201 | loss: 6.4964 | norm: 0.5021 | dt: 389.79ms | tok/sec: 1345069.54 | lr: 0.000170
train: step: 202 | loss: 6.4054 | norm: 0.5737 | dt: 390.10ms | tok/sec: 1343999.19 | lr: 0.000170
train: step: 203 | loss: 6.3991 | norm: 0.6881 | dt: 391.95ms | tok/sec: 1337655.02 | lr: 0.000171
train: step: 204 | loss: 6.5001 | norm: 0.6025 | dt: 389.95ms | tok/sec: 1344492.23 | lr: 0.000172
train: step: 205 | loss: 6.3498 | norm: 0.5853 | dt: 389.86ms | tok/sec: 1344800.56 | lr: 0.000173
train: step: 206 | loss: 6.3846 | norm: 0.6142 | dt: 389.84ms | tok/sec: 1344887.74 | lr: 0.000174
train: step: 207 | loss: 6.4555 | norm: 0.7883 | dt: 390.74ms | tok/sec: 1341794.82 | lr: 0.000175
train: step: 208 | loss: 6.4127 | norm: 1.0492 | dt: 391.34ms | tok/sec: 1339711.11 | lr: 0.000175
train: step: 209 | loss: 6.4275 | norm: 0.9140 | dt: 392.40ms | tok/sec: 1336096.99 | lr: 0.000176
train: step: 210 | loss: 7.0334 | norm: 1.1261 | dt: 390.07ms | tok/sec: 1344098.59 | lr: 0.000177
train: step: 211 | loss: 6.3290 | norm: 1.1980 | dt: 391.69ms | tok/sec: 1338538.46 | lr: 0.000178
train: step: 212 | loss: 6.3553 | norm: 0.5107 | dt: 389.33ms | tok/sec: 1346649.40 | lr: 0.000179
train: step: 213 | loss: 6.3499 | norm: 0.9061 | dt: 390.51ms | tok/sec: 1342561.59 | lr: 0.000180
train: step: 214 | loss: 6.3659 | norm: 0.6955 | dt: 389.62ms | tok/sec: 1345626.76 | lr: 0.000180
train: step: 215 | loss: 6.1478 | norm: 0.7004 | dt: 389.32ms | tok/sec: 1346660.12 | lr: 0.000181
train: step: 216 | loss: 6.2759 | norm: 0.6199 | dt: 390.01ms | tok/sec: 1344304.01 | lr: 0.000182
train: step: 217 | loss: 6.4077 | norm: 0.6786 | dt: 388.49ms | tok/sec: 1349568.44 | lr: 0.000183
train: step: 218 | loss: 6.2410 | norm: 0.7116 | dt: 391.51ms | tok/sec: 1339128.60 | lr: 0.000184
train: step: 219 | loss: 6.2151 | norm: 0.6942 | dt: 394.47ms | tok/sec: 1329090.80 | lr: 0.000185
train: step: 220 | loss: 6.2912 | norm: 0.5724 | dt: 395.15ms | tok/sec: 1326793.31 | lr: 0.000185
train: step: 221 | loss: 6.3375 | norm: 0.3669 | dt: 393.76ms | tok/sec: 1331488.15 | lr: 0.000186
train: step: 222 | loss: 6.3531 | norm: 0.5570 | dt: 393.48ms | tok/sec: 1332446.61 | lr: 0.000187
