val: step: 0 | loss: 10.9476
train: step: 0 | loss: 10.9446 | norm: 5.8450 | dt: 24452.60ms | tok/sec: 21441.00 | lr: 0.000001
train: step: 19 | loss: 9.7349 | norm: 2.1967 | dt: 389.00ms | tok/sec: 1347795.84 | lr: 0.000017
train: step: 20 | loss: 9.6961 | norm: 2.1422 | dt: 389.26ms | tok/sec: 1346891.89 | lr: 0.000018
train: step: 21 | loss: 9.6011 | norm: 2.1876 | dt: 390.26ms | tok/sec: 1343428.54 | lr: 0.000018
train: step: 22 | loss: 9.5939 | norm: 2.1038 | dt: 387.53ms | tok/sec: 1352893.74 | lr: 0.000019
train: step: 23 | loss: 9.5945 | norm: 2.0928 | dt: 387.59ms | tok/sec: 1352689.85 | lr: 0.000020
train: step: 24 | loss: 9.5736 | norm: 2.0775 | dt: 388.28ms | tok/sec: 1350293.55 | lr: 0.000021
train: step: 25 | loss: 9.5641 | norm: 2.0511 | dt: 389.07ms | tok/sec: 1347558.80 | lr: 0.000022
train: step: 26 | loss: 9.5199 | norm: 2.0404 | dt: 389.75ms | tok/sec: 1345183.91 | lr: 0.000023
train: step: 27 | loss: 9.4797 | norm: 2.0444 | dt: 391.86ms | tok/sec: 1337950.45 | lr: 0.000023
train: step: 28 | loss: 9.4701 | norm: 2.0512 | dt: 391.55ms | tok/sec: 1339022.60 | lr: 0.000024
train: step: 29 | loss: 9.4718 | norm: 2.0415 | dt: 389.04ms | tok/sec: 1347640.55 | lr: 0.000025
train: step: 30 | loss: 9.4192 | norm: 2.0412 | dt: 391.03ms | tok/sec: 1340777.09 | lr: 0.000026
train: step: 31 | loss: 9.4056 | norm: 2.0255 | dt: 390.63ms | tok/sec: 1342174.00 | lr: 0.000027
train: step: 32 | loss: 9.3787 | norm: 2.0412 | dt: 388.10ms | tok/sec: 1350919.84 | lr: 0.000028
train: step: 33 | loss: 9.3701 | norm: 1.9723 | dt: 389.53ms | tok/sec: 1345955.39 | lr: 0.000029
train: step: 34 | loss: 9.3204 | norm: 1.9737 | dt: 388.82ms | tok/sec: 1348402.45 | lr: 0.000029
train: step: 35 | loss: 9.3416 | norm: 1.9814 | dt: 389.06ms | tok/sec: 1347561.27 | lr: 0.000030
train: step: 36 | loss: 9.2836 | norm: 1.9731 | dt: 389.06ms | tok/sec: 1347581.09 | lr: 0.000031
train: step: 37 | loss: 9.3725 | norm: 1.9147 | dt: 388.29ms | tok/sec: 1350248.77 | lr: 0.000032
train: step: 38 | loss: 9.2644 | norm: 1.9335 | dt: 388.42ms | tok/sec: 1349790.45 | lr: 0.000033
train: step: 39 | loss: 9.2196 | norm: 1.9213 | dt: 388.14ms | tok/sec: 1350767.15 | lr: 0.000034
train: step: 40 | loss: 9.1540 | norm: 1.8844 | dt: 388.60ms | tok/sec: 1349175.14 | lr: 0.000034
train: step: 41 | loss: 9.1698 | norm: 1.9340 | dt: 388.55ms | tok/sec: 1349351.47 | lr: 0.000035
train: step: 42 | loss: 9.0751 | norm: 1.8505 | dt: 387.37ms | tok/sec: 1353444.14 | lr: 0.000036
train: step: 43 | loss: 9.0694 | norm: 1.8583 | dt: 386.90ms | tok/sec: 1355091.34 | lr: 0.000037
train: step: 44 | loss: 9.0136 | norm: 1.8626 | dt: 388.75ms | tok/sec: 1348665.43 | lr: 0.000038
train: step: 45 | loss: 8.9507 | norm: 1.8474 | dt: 390.72ms | tok/sec: 1341867.69 | lr: 0.000039
train: step: 46 | loss: 8.9573 | norm: 1.8106 | dt: 391.42ms | tok/sec: 1339447.53 | lr: 0.000039
train: step: 47 | loss: 8.8834 | norm: 1.7860 | dt: 387.52ms | tok/sec: 1352939.52 | lr: 0.000040
train: step: 48 | loss: 8.8644 | norm: 1.7389 | dt: 389.67ms | tok/sec: 1345476.09 | lr: 0.000041
train: step: 49 | loss: 8.8324 | norm: 1.7391 | dt: 391.49ms | tok/sec: 1339216.68 | lr: 0.000042
train: step: 50 | loss: 8.8012 | norm: 1.6837 | dt: 389.91ms | tok/sec: 1344650.90 | lr: 0.000043
train: step: 51 | loss: 8.8296 | norm: 1.6896 | dt: 389.20ms | tok/sec: 1347086.61 | lr: 0.000044
train: step: 52 | loss: 8.7544 | norm: 1.6129 | dt: 389.83ms | tok/sec: 1344931.34 | lr: 0.000044
train: step: 53 | loss: 8.7250 | norm: 1.6320 | dt: 389.83ms | tok/sec: 1344904.19 | lr: 0.000045
train: step: 54 | loss: 8.6276 | norm: 1.7362 | dt: 388.69ms | tok/sec: 1348864.80 | lr: 0.000046
train: step: 55 | loss: 8.6278 | norm: 1.6239 | dt: 388.64ms | tok/sec: 1349044.36 | lr: 0.000047
train: step: 56 | loss: 8.5417 | norm: 1.6023 | dt: 387.30ms | tok/sec: 1353684.92 | lr: 0.000048
train: step: 57 | loss: 8.5463 | norm: 1.4806 | dt: 387.88ms | tok/sec: 1351692.09 | lr: 0.000049
train: step: 58 | loss: 8.4782 | norm: 1.5776 | dt: 388.10ms | tok/sec: 1350924.82 | lr: 0.000050
train: step: 59 | loss: 8.5382 | norm: 1.4747 | dt: 388.69ms | tok/sec: 1348843.29 | lr: 0.000050
train: step: 60 | loss: 8.4585 | norm: 1.5272 | dt: 388.15ms | tok/sec: 1350725.67 | lr: 0.000051
train: step: 61 | loss: 8.4389 | norm: 1.5072 | dt: 388.55ms | tok/sec: 1349357.27 | lr: 0.000052
train: step: 62 | loss: 8.4550 | norm: 1.3955 | dt: 389.06ms | tok/sec: 1347575.31 | lr: 0.000053
train: step: 63 | loss: 8.4081 | norm: 1.5461 | dt: 391.58ms | tok/sec: 1338896.23 | lr: 0.000054
train: step: 64 | loss: 8.3850 | norm: 1.4309 | dt: 389.45ms | tok/sec: 1346219.88 | lr: 0.000055
train: step: 65 | loss: 8.2439 | norm: 1.3949 | dt: 394.40ms | tok/sec: 1329325.40 | lr: 0.000055
train: step: 66 | loss: 8.1446 | norm: 1.4869 | dt: 393.76ms | tok/sec: 1331487.35 | lr: 0.000056
train: step: 67 | loss: 8.2026 | norm: 1.3070 | dt: 388.62ms | tok/sec: 1349104.78 | lr: 0.000057
train: step: 68 | loss: 8.0893 | norm: 1.2733 | dt: 388.78ms | tok/sec: 1348558.74 | lr: 0.000058
train: step: 69 | loss: 8.0816 | norm: 1.2587 | dt: 389.34ms | tok/sec: 1346622.19 | lr: 0.000059
train: step: 70 | loss: 8.0640 | norm: 1.1468 | dt: 388.92ms | tok/sec: 1348062.71 | lr: 0.000060
train: step: 71 | loss: 8.1457 | norm: 1.2443 | dt: 389.06ms | tok/sec: 1347560.45 | lr: 0.000060
train: step: 72 | loss: 7.9221 | norm: 1.1429 | dt: 388.26ms | tok/sec: 1350366.51 | lr: 0.000061
train: step: 73 | loss: 7.9108 | norm: 1.0761 | dt: 389.44ms | tok/sec: 1346268.51 | lr: 0.000062
train: step: 74 | loss: 7.9172 | norm: 1.1096 | dt: 393.94ms | tok/sec: 1330887.80 | lr: 0.000063
train: step: 75 | loss: 7.8324 | norm: 1.0903 | dt: 394.40ms | tok/sec: 1329341.48 | lr: 0.000064
train: step: 76 | loss: 7.8396 | norm: 1.0941 | dt: 393.25ms | tok/sec: 1333217.29 | lr: 0.000065
train: step: 77 | loss: 7.7343 | norm: 1.0193 | dt: 390.35ms | tok/sec: 1343111.00 | lr: 0.000065
train: step: 78 | loss: 7.7873 | norm: 1.1162 | dt: 388.25ms | tok/sec: 1350386.42 | lr: 0.000066
train: step: 79 | loss: 7.7658 | norm: 1.0210 | dt: 389.92ms | tok/sec: 1344611.43 | lr: 0.000067
train: step: 80 | loss: 7.7416 | norm: 0.9795 | dt: 389.61ms | tok/sec: 1345671.23 | lr: 0.000068
train: step: 81 | loss: 7.6987 | norm: 0.8769 | dt: 393.36ms | tok/sec: 1332861.73 | lr: 0.000069
train: step: 82 | loss: 7.6192 | norm: 0.9168 | dt: 390.49ms | tok/sec: 1342656.68 | lr: 0.000070
train: step: 83 | loss: 7.9153 | norm: 0.9160 | dt: 388.90ms | tok/sec: 1348133.79 | lr: 0.000070
train: step: 84 | loss: 7.5477 | norm: 0.9440 | dt: 389.38ms | tok/sec: 1346457.28 | lr: 0.000071
train: step: 85 | loss: 7.6315 | norm: 0.9460 | dt: 388.80ms | tok/sec: 1348477.69 | lr: 0.000072
train: step: 86 | loss: 7.5362 | norm: 0.7638 | dt: 389.05ms | tok/sec: 1347625.69 | lr: 0.000073
train: step: 87 | loss: 7.3979 | norm: 0.7005 | dt: 391.76ms | tok/sec: 1338303.03 | lr: 0.000074
train: step: 88 | loss: 7.4907 | norm: 0.8621 | dt: 389.62ms | tok/sec: 1345626.76 | lr: 0.000075
train: step: 89 | loss: 7.4449 | norm: 0.7208 | dt: 389.51ms | tok/sec: 1346010.58 | lr: 0.000076
train: step: 90 | loss: 7.4244 | norm: 0.6786 | dt: 388.71ms | tok/sec: 1348783.72 | lr: 0.000076
train: step: 91 | loss: 7.3935 | norm: 0.8186 | dt: 388.60ms | tok/sec: 1349154.44 | lr: 0.000077
train: step: 92 | loss: 7.3406 | norm: 0.6815 | dt: 389.21ms | tok/sec: 1347070.11 | lr: 0.000078
train: step: 93 | loss: 7.4937 | norm: 0.6452 | dt: 389.76ms | tok/sec: 1345167.45 | lr: 0.000079
train: step: 94 | loss: 7.3194 | norm: 0.7011 | dt: 388.94ms | tok/sec: 1348003.21 | lr: 0.000080
train: step: 95 | loss: 7.3591 | norm: 0.6632 | dt: 389.02ms | tok/sec: 1347707.45 | lr: 0.000081
train: step: 96 | loss: 7.2503 | norm: 0.6328 | dt: 390.10ms | tok/sec: 1343990.98 | lr: 0.000081
train: step: 97 | loss: 7.4350 | norm: 0.6785 | dt: 389.66ms | tok/sec: 1345507.38 | lr: 0.000082
train: step: 98 | loss: 7.5056 | norm: 0.7259 | dt: 390.05ms | tok/sec: 1344159.39 | lr: 0.000083
train: step: 99 | loss: 7.5794 | norm: 0.7807 | dt: 389.89ms | tok/sec: 1344717.50 | lr: 0.000084
train: step: 100 | loss: 7.4104 | norm: 0.6034 | dt: 390.24ms | tok/sec: 1343500.77 | lr: 0.000085
train: step: 101 | loss: 7.2954 | norm: 0.5470 | dt: 389.66ms | tok/sec: 1345515.61 | lr: 0.000086
train: step: 102 | loss: 7.3204 | norm: 0.5440 | dt: 389.23ms | tok/sec: 1346971.92 | lr: 0.000086
train: step: 103 | loss: 7.3137 | norm: 0.6460 | dt: 388.88ms | tok/sec: 1348187.51 | lr: 0.000087
train: step: 104 | loss: 7.3224 | norm: 0.5882 | dt: 389.53ms | tok/sec: 1345933.97 | lr: 0.000088
train: step: 105 | loss: 7.2726 | norm: 0.4196 | dt: 390.47ms | tok/sec: 1342716.53 | lr: 0.000089
train: step: 106 | loss: 7.1144 | norm: 0.6514 | dt: 389.72ms | tok/sec: 1345290.07 | lr: 0.000090
train: step: 107 | loss: 7.2630 | norm: 0.6714 | dt: 390.21ms | tok/sec: 1343605.85 | lr: 0.000091
train: step: 108 | loss: 7.2016 | norm: 0.6245 | dt: 390.00ms | tok/sec: 1344341.81 | lr: 0.000091
train: step: 109 | loss: 7.1136 | norm: 0.4468 | dt: 390.03ms | tok/sec: 1344209.51 | lr: 0.000092
train: step: 110 | loss: 7.2762 | norm: 0.5917 | dt: 389.26ms | tok/sec: 1346877.87 | lr: 0.000093
train: step: 111 | loss: 7.2737 | norm: 0.4519 | dt: 389.76ms | tok/sec: 1345149.35 | lr: 0.000094
train: step: 112 | loss: 7.1698 | norm: 0.6100 | dt: 388.79ms | tok/sec: 1348522.35 | lr: 0.000095
train: step: 113 | loss: 7.0765 | norm: 0.6746 | dt: 389.54ms | tok/sec: 1345910.08 | lr: 0.000096
train: step: 114 | loss: 7.0801 | norm: 0.9427 | dt: 389.42ms | tok/sec: 1346320.44 | lr: 0.000097
train: step: 115 | loss: 6.8870 | norm: 1.6647 | dt: 389.36ms | tok/sec: 1346537.25 | lr: 0.000097
train: step: 116 | loss: 7.1995 | norm: 0.8047 | dt: 389.36ms | tok/sec: 1346534.78 | lr: 0.000098
train: step: 117 | loss: 7.0509 | norm: 1.3024 | dt: 390.02ms | tok/sec: 1344242.38 | lr: 0.000099
train: step: 118 | loss: 7.1822 | norm: 0.7613 | dt: 389.65ms | tok/sec: 1345533.72 | lr: 0.000100
train: step: 119 | loss: 7.0903 | norm: 0.8584 | dt: 389.66ms | tok/sec: 1345487.62 | lr: 0.000101
train: step: 120 | loss: 7.1442 | norm: 0.9147 | dt: 389.85ms | tok/sec: 1344835.10 | lr: 0.000102
train: step: 121 | loss: 6.9671 | norm: 0.6310 | dt: 389.56ms | tok/sec: 1345841.71 | lr: 0.000102
train: step: 122 | loss: 6.9995 | norm: 0.6707 | dt: 389.56ms | tok/sec: 1345840.06 | lr: 0.000103
train: step: 123 | loss: 6.8297 | norm: 0.5584 | dt: 390.72ms | tok/sec: 1341850.50 | lr: 0.000104
train: step: 124 | loss: 6.9770 | norm: 0.5679 | dt: 390.18ms | tok/sec: 1343700.26 | lr: 0.000105
train: step: 125 | loss: 7.2644 | norm: 0.7779 | dt: 389.85ms | tok/sec: 1344831.81 | lr: 0.000106
train: step: 126 | loss: 6.9517 | norm: 0.6910 | dt: 389.55ms | tok/sec: 1345874.66 | lr: 0.000107
train: step: 127 | loss: 6.8939 | norm: 0.9138 | dt: 390.68ms | tok/sec: 1341974.97 | lr: 0.000107
train: step: 128 | loss: 6.9576 | norm: 0.8832 | dt: 391.61ms | tok/sec: 1338788.63 | lr: 0.000108
train: step: 129 | loss: 7.0173 | norm: 0.6211 | dt: 393.02ms | tok/sec: 1333983.99 | lr: 0.000109
train: step: 130 | loss: 7.1888 | norm: 0.6685 | dt: 391.34ms | tok/sec: 1339710.30 | lr: 0.000110
train: step: 131 | loss: 6.9309 | norm: 0.7560 | dt: 390.66ms | tok/sec: 1342051.14 | lr: 0.000111
train: step: 132 | loss: 6.8519 | norm: 0.7939 | dt: 390.76ms | tok/sec: 1341716.23 | lr: 0.000112
train: step: 133 | loss: 6.8645 | norm: 0.8749 | dt: 391.17ms | tok/sec: 1340300.66 | lr: 0.000112
train: step: 134 | loss: 6.6453 | norm: 0.6569 | dt: 391.30ms | tok/sec: 1339868.66 | lr: 0.000113
train: step: 135 | loss: 6.7833 | norm: 0.6597 | dt: 390.55ms | tok/sec: 1342444.39 | lr: 0.000114
train: step: 136 | loss: 6.7558 | norm: 0.7535 | dt: 390.38ms | tok/sec: 1343015.85 | lr: 0.000115
train: step: 137 | loss: 6.7362 | norm: 0.7743 | dt: 390.21ms | tok/sec: 1343609.13 | lr: 0.000116
train: step: 138 | loss: 6.7661 | norm: 0.7311 | dt: 390.68ms | tok/sec: 1342003.63 | lr: 0.000117
train: step: 139 | loss: 6.7738 | norm: 0.6102 | dt: 389.87ms | tok/sec: 1344788.22 | lr: 0.000117
train: step: 140 | loss: 6.7248 | norm: 0.5925 | dt: 389.92ms | tok/sec: 1344589.24 | lr: 0.000118
train: step: 141 | loss: 6.7329 | norm: 0.8598 | dt: 390.02ms | tok/sec: 1344244.84 | lr: 0.000119
train: step: 142 | loss: 6.8245 | norm: 0.9368 | dt: 393.53ms | tok/sec: 1332252.87 | lr: 0.000120
train: step: 143 | loss: 6.7141 | norm: 0.6511 | dt: 390.36ms | tok/sec: 1343099.51 | lr: 0.000121
train: step: 144 | loss: 6.7268 | norm: 0.4765 | dt: 390.60ms | tok/sec: 1342273.13 | lr: 0.000122
train: step: 145 | loss: 6.8369 | norm: 0.6090 | dt: 393.43ms | tok/sec: 1332596.80 | lr: 0.000123
train: step: 146 | loss: 6.8322 | norm: 0.6952 | dt: 391.84ms | tok/sec: 1337998.48 | lr: 0.000123
train: step: 147 | loss: 6.8252 | norm: 0.6597 | dt: 390.51ms | tok/sec: 1342556.68 | lr: 0.000124
train: step: 148 | loss: 6.7924 | norm: 0.3792 | dt: 391.54ms | tok/sec: 1339042.98 | lr: 0.000125
train: step: 149 | loss: 6.9081 | norm: 0.6175 | dt: 392.03ms | tok/sec: 1337357.28 | lr: 0.000126
train: step: 150 | loss: 6.8548 | norm: 0.5452 | dt: 391.03ms | tok/sec: 1340772.19 | lr: 0.000127
train: step: 151 | loss: 6.7172 | norm: 0.5753 | dt: 389.85ms | tok/sec: 1344855.66 | lr: 0.000128
train: step: 152 | loss: 6.7917 | norm: 0.5205 | dt: 391.17ms | tok/sec: 1340305.56 | lr: 0.000128
train: step: 153 | loss: 6.9428 | norm: 0.5463 | dt: 390.97ms | tok/sec: 1340991.31 | lr: 0.000129
train: step: 154 | loss: 6.7993 | norm: 0.5116 | dt: 391.62ms | tok/sec: 1338756.85 | lr: 0.000130
train: step: 155 | loss: 6.7589 | norm: 0.4071 | dt: 389.83ms | tok/sec: 1344930.51 | lr: 0.000131
train: step: 156 | loss: 6.6641 | norm: 0.5238 | dt: 389.79ms | tok/sec: 1345059.67 | lr: 0.000132
train: step: 157 | loss: 6.7036 | norm: 0.7402 | dt: 391.06ms | tok/sec: 1340692.08 | lr: 0.000133
train: step: 158 | loss: 6.6572 | norm: 0.8078 | dt: 389.78ms | tok/sec: 1345070.36 | lr: 0.000133
train: step: 159 | loss: 6.7315 | norm: 0.6043 | dt: 390.16ms | tok/sec: 1343778.27 | lr: 0.000134
train: step: 160 | loss: 6.7497 | norm: 0.5329 | dt: 389.97ms | tok/sec: 1344428.11 | lr: 0.000135
train: step: 161 | loss: 6.5980 | norm: 0.7281 | dt: 391.10ms | tok/sec: 1340541.69 | lr: 0.000136
train: step: 162 | loss: 6.5319 | norm: 0.7744 | dt: 390.33ms | tok/sec: 1343185.65 | lr: 0.000137
train: step: 163 | loss: 6.6053 | norm: 1.0060 | dt: 395.29ms | tok/sec: 1326352.37 | lr: 0.000138
train: step: 164 | loss: 6.5567 | norm: 1.0157 | dt: 392.57ms | tok/sec: 1335528.98 | lr: 0.000138
train: step: 165 | loss: 6.6021 | norm: 0.4915 | dt: 394.89ms | tok/sec: 1327697.72 | lr: 0.000139
train: step: 166 | loss: 6.5670 | norm: 0.7655 | dt: 392.08ms | tok/sec: 1337208.45 | lr: 0.000140
train: step: 167 | loss: 6.4864 | norm: 0.6944 | dt: 391.21ms | tok/sec: 1340175.69 | lr: 0.000141
train: step: 168 | loss: 6.4835 | norm: 0.6416 | dt: 390.63ms | tok/sec: 1342174.82 | lr: 0.000142
train: step: 169 | loss: 6.5574 | norm: 0.5671 | dt: 390.92ms | tok/sec: 1341174.51 | lr: 0.000143
train: step: 170 | loss: 6.4744 | norm: 0.4776 | dt: 390.36ms | tok/sec: 1343074.08 | lr: 0.000143
train: step: 171 | loss: 6.6025 | norm: 0.5887 | dt: 393.01ms | tok/sec: 1334038.21 | lr: 0.000144
train: step: 172 | loss: 6.5857 | norm: 0.6730 | dt: 390.08ms | tok/sec: 1344035.34 | lr: 0.000145
train: step: 173 | loss: 6.4914 | norm: 0.6425 | dt: 390.86ms | tok/sec: 1341383.13 | lr: 0.000146
train: step: 174 | loss: 6.4585 | norm: 0.4877 | dt: 391.03ms | tok/sec: 1340790.17 | lr: 0.000147
train: step: 175 | loss: 6.4981 | norm: 0.3260 | dt: 390.80ms | tok/sec: 1341579.53 | lr: 0.000148
train: step: 176 | loss: 6.5393 | norm: 0.4798 | dt: 389.34ms | tok/sec: 1346619.71 | lr: 0.000149
train: step: 177 | loss: 6.5117 | norm: 0.4963 | dt: 391.88ms | tok/sec: 1337866.61 | lr: 0.000149
train: step: 178 | loss: 6.6483 | norm: 0.4964 | dt: 391.18ms | tok/sec: 1340272.07 | lr: 0.000150
train: step: 179 | loss: 6.4064 | norm: 0.6215 | dt: 391.04ms | tok/sec: 1340757.47 | lr: 0.000151
train: step: 180 | loss: 6.3451 | norm: 0.8247 | dt: 391.13ms | tok/sec: 1340428.11 | lr: 0.000152
train: step: 181 | loss: 6.5105 | norm: 1.0251 | dt: 390.79ms | tok/sec: 1341615.54 | lr: 0.000153
train: step: 182 | loss: 6.4208 | norm: 1.0515 | dt: 391.26ms | tok/sec: 1339987.04 | lr: 0.000154
train: step: 183 | loss: 6.3955 | norm: 0.9724 | dt: 390.11ms | tok/sec: 1343954.84 | lr: 0.000154
train: step: 184 | loss: 6.4377 | norm: 0.7934 | dt: 390.80ms | tok/sec: 1341580.35 | lr: 0.000155
train: step: 185 | loss: 6.3948 | norm: 0.6919 | dt: 393.52ms | tok/sec: 1332296.46 | lr: 0.000156
train: step: 186 | loss: 6.3523 | norm: 0.7103 | dt: 390.95ms | tok/sec: 1341051.01 | lr: 0.000157
train: step: 187 | loss: 6.3695 | norm: 0.6194 | dt: 391.83ms | tok/sec: 1338053.03 | lr: 0.000158
train: step: 188 | loss: 6.3002 | norm: 0.4737 | dt: 390.91ms | tok/sec: 1341195.78 | lr: 0.000159
train: step: 189 | loss: 6.3725 | norm: 0.5410 | dt: 390.76ms | tok/sec: 1341698.22 | lr: 0.000159
train: step: 190 | loss: 6.4957 | norm: 0.3517 | dt: 1424.69ms | tok/sec: 368002.63 | lr: 0.000160
train: step: 191 | loss: 6.5015 | norm: 0.5797 | dt: 1274.72ms | tok/sec: 411295.77 | lr: 0.000161
train: step: 192 | loss: 6.4866 | norm: 0.9022 | dt: 391.62ms | tok/sec: 1338765.81 | lr: 0.000162
train: step: 193 | loss: 6.5653 | norm: 1.5432 | dt: 396.36ms | tok/sec: 1322752.58 | lr: 0.000163
train: step: 194 | loss: 6.4961 | norm: 0.5185 | dt: 391.21ms | tok/sec: 1340187.12 | lr: 0.000164
train: step: 195 | loss: 6.4873 | norm: 1.4703 | dt: 391.25ms | tok/sec: 1340026.24 | lr: 0.000164
train: step: 196 | loss: 6.4967 | norm: 1.0400 | dt: 390.69ms | tok/sec: 1341965.96 | lr: 0.000165
train: step: 197 | loss: 6.4329 | norm: 0.6563 | dt: 394.40ms | tok/sec: 1329322.99 | lr: 0.000166
train: step: 198 | loss: 6.4868 | norm: 0.9243 | dt: 393.06ms | tok/sec: 1333869.09 | lr: 0.000167
train: step: 199 | loss: 6.5059 | norm: 0.7511 | dt: 393.81ms | tok/sec: 1331326.13 | lr: 0.000168
train: step: 200 | loss: 6.4220 | norm: 0.6190 | dt: 394.10ms | tok/sec: 1330353.99 | lr: 0.000169
train: step: 201 | loss: 6.5003 | norm: 0.5899 | dt: 391.93ms | tok/sec: 1337696.52 | lr: 0.000170
train: step: 202 | loss: 6.4072 | norm: 0.6259 | dt: 394.01ms | tok/sec: 1330647.01 | lr: 0.000170
train: step: 203 | loss: 6.3937 | norm: 0.5755 | dt: 392.54ms | tok/sec: 1335615.77 | lr: 0.000171
train: step: 204 | loss: 6.4969 | norm: 0.5627 | dt: 395.27ms | tok/sec: 1326408.37 | lr: 0.000172
train: step: 205 | loss: 6.3515 | norm: 0.6617 | dt: 395.83ms | tok/sec: 1324512.53 | lr: 0.000173
train: step: 206 | loss: 6.3770 | norm: 0.6401 | dt: 398.50ms | tok/sec: 1315660.11 | lr: 0.000174
train: step: 207 | loss: 6.4582 | norm: 0.7715 | dt: 391.11ms | tok/sec: 1340519.63 | lr: 0.000175
train: step: 208 | loss: 6.4031 | norm: 0.6943 | dt: 390.94ms | tok/sec: 1341100.90 | lr: 0.000175
train: step: 209 | loss: 6.4261 | norm: 0.8082 | dt: 391.85ms | tok/sec: 1337977.32 | lr: 0.000176
train: step: 210 | loss: 6.9732 | norm: 0.7545 | dt: 391.09ms | tok/sec: 1340589.09 | lr: 0.000177
train: step: 211 | loss: 6.3159 | norm: 0.8458 | dt: 390.85ms | tok/sec: 1341414.22 | lr: 0.000178
train: step: 212 | loss: 6.3598 | norm: 0.6339 | dt: 391.99ms | tok/sec: 1337518.33 | lr: 0.000179
train: step: 213 | loss: 6.3336 | norm: 0.5306 | dt: 390.33ms | tok/sec: 1343206.16 | lr: 0.000180
train: step: 214 | loss: 6.3603 | norm: 0.5574 | dt: 390.80ms | tok/sec: 1341561.52 | lr: 0.000180
train: step: 215 | loss: 6.1411 | norm: 0.5129 | dt: 391.04ms | tok/sec: 1340742.76 | lr: 0.000181
train: step: 216 | loss: 6.2734 | norm: 0.6502 | dt: 391.21ms | tok/sec: 1340165.07 | lr: 0.000182
train: step: 217 | loss: 6.3998 | norm: 0.6303 | dt: 391.36ms | tok/sec: 1339662.14 | lr: 0.000183
train: step: 218 | loss: 6.2380 | norm: 0.6417 | dt: 390.72ms | tok/sec: 1341842.31 | lr: 0.000184
train: step: 219 | loss: 6.2058 | norm: 0.5326 | dt: 391.55ms | tok/sec: 1339010.37 | lr: 0.000185
train: step: 220 | loss: 6.2956 | norm: 0.5394 | dt: 390.95ms | tok/sec: 1341077.18 | lr: 0.000185
train: step: 221 | loss: 6.3387 | norm: 0.5233 | dt: 390.76ms | tok/sec: 1341712.14 | lr: 0.000186
train: step: 222 | loss: 6.3488 | norm: 0.5476 | dt: 390.14ms | tok/sec: 1343857.92 | lr: 0.000187
train: step: 223 | loss: 6.3032 | norm: 0.6620 | dt: 391.19ms | tok/sec: 1340250.83 | lr: 0.000188
train: step: 224 | loss: 6.2244 | norm: 0.5066 | dt: 393.03ms | tok/sec: 1333962.14 | lr: 0.000189
train: step: 225 | loss: 6.1686 | norm: 0.5062 | dt: 390.81ms | tok/sec: 1341552.52 | lr: 0.000190
train: step: 226 | loss: 6.2221 | norm: 0.5159 | dt: 391.89ms | tok/sec: 1337861.73 | lr: 0.000190
