val: step: 0 | loss: 10.9513
train: step: 0 | loss: 10.9512 | norm: 5.5107 | dt: 25721.70ms | tok/sec: 20383.10 | lr: 0.000001
train: step: 48 | loss: 8.8962 | norm: 1.8620 | dt: 387.93ms | tok/sec: 1351501.85 | lr: 0.000041
train: step: 49 | loss: 8.8393 | norm: 1.8504 | dt: 387.17ms | tok/sec: 1354171.75 | lr: 0.000042
train: step: 50 | loss: 8.8085 | norm: 1.8116 | dt: 387.21ms | tok/sec: 1354007.49 | lr: 0.000043
train: step: 51 | loss: 8.8363 | norm: 1.7411 | dt: 387.83ms | tok/sec: 1351867.42 | lr: 0.000044
train: step: 52 | loss: 8.7669 | norm: 1.7349 | dt: 387.65ms | tok/sec: 1352461.07 | lr: 0.000044
train: step: 53 | loss: 8.7348 | norm: 1.7268 | dt: 387.82ms | tok/sec: 1351890.69 | lr: 0.000045
train: step: 54 | loss: 8.6118 | norm: 1.8157 | dt: 388.09ms | tok/sec: 1350931.45 | lr: 0.000046
train: step: 55 | loss: 8.6392 | norm: 1.6585 | dt: 388.30ms | tok/sec: 1350223.07 | lr: 0.000047
train: step: 56 | loss: 8.5476 | norm: 1.6334 | dt: 388.68ms | tok/sec: 1348900.38 | lr: 0.000048
train: step: 57 | loss: 8.5529 | norm: 1.5788 | dt: 393.66ms | tok/sec: 1331832.49 | lr: 0.000049
train: step: 58 | loss: 8.4730 | norm: 1.6346 | dt: 392.25ms | tok/sec: 1336606.18 | lr: 0.000050
train: step: 59 | loss: 8.5322 | norm: 1.5560 | dt: 391.51ms | tok/sec: 1339140.02 | lr: 0.000050
train: step: 60 | loss: 8.4645 | norm: 1.6032 | dt: 393.11ms | tok/sec: 1333691.93 | lr: 0.000051
train: step: 61 | loss: 8.4444 | norm: 1.5543 | dt: 392.64ms | tok/sec: 1335288.13 | lr: 0.000052
train: step: 62 | loss: 8.4686 | norm: 1.4734 | dt: 389.62ms | tok/sec: 1345642.41 | lr: 0.000053
train: step: 63 | loss: 8.4017 | norm: 1.5986 | dt: 389.44ms | tok/sec: 1346278.40 | lr: 0.000054
train: step: 64 | loss: 8.3856 | norm: 1.5860 | dt: 390.45ms | tok/sec: 1342764.90 | lr: 0.000055
train: step: 65 | loss: 8.2597 | norm: 1.4474 | dt: 388.85ms | tok/sec: 1348306.54 | lr: 0.000055
train: step: 66 | loss: 8.1593 | norm: 1.5145 | dt: 389.67ms | tok/sec: 1345471.98 | lr: 0.000056
train: step: 67 | loss: 8.2100 | norm: 1.5049 | dt: 389.10ms | tok/sec: 1347452.28 | lr: 0.000057
train: step: 68 | loss: 8.1027 | norm: 1.4341 | dt: 388.67ms | tok/sec: 1348945.06 | lr: 0.000058
train: step: 69 | loss: 8.0973 | norm: 1.3472 | dt: 388.52ms | tok/sec: 1349448.36 | lr: 0.000059
train: step: 70 | loss: 8.0823 | norm: 1.3193 | dt: 389.20ms | tok/sec: 1347089.09 | lr: 0.000060
train: step: 71 | loss: 8.1489 | norm: 1.2419 | dt: 388.86ms | tok/sec: 1348274.30 | lr: 0.000060
train: step: 72 | loss: 7.9264 | norm: 1.2749 | dt: 389.35ms | tok/sec: 1346577.66 | lr: 0.000061
train: step: 73 | loss: 7.9273 | norm: 1.2649 | dt: 391.34ms | tok/sec: 1339722.54 | lr: 0.000062
train: step: 74 | loss: 7.9343 | norm: 1.1929 | dt: 391.76ms | tok/sec: 1338294.89 | lr: 0.000063
train: step: 75 | loss: 7.8506 | norm: 1.2374 | dt: 391.16ms | tok/sec: 1340335.79 | lr: 0.000064
train: step: 76 | loss: 7.8632 | norm: 1.1973 | dt: 390.23ms | tok/sec: 1343532.79 | lr: 0.000065
train: step: 77 | loss: 7.7590 | norm: 1.1017 | dt: 390.78ms | tok/sec: 1341645.83 | lr: 0.000065
train: step: 78 | loss: 7.8068 | norm: 1.0346 | dt: 388.44ms | tok/sec: 1349732.45 | lr: 0.000066
train: step: 79 | loss: 7.7743 | norm: 1.0670 | dt: 388.94ms | tok/sec: 1347995.78 | lr: 0.000067
train: step: 80 | loss: 7.7475 | norm: 1.0578 | dt: 388.55ms | tok/sec: 1349328.29 | lr: 0.000068
train: step: 81 | loss: 7.7091 | norm: 0.9339 | dt: 390.38ms | tok/sec: 1343006.82 | lr: 0.000069
train: step: 82 | loss: 7.6330 | norm: 0.9629 | dt: 389.29ms | tok/sec: 1346783.01 | lr: 0.000070
train: step: 83 | loss: 7.9476 | norm: 0.9167 | dt: 387.83ms | tok/sec: 1351853.30 | lr: 0.000070
train: step: 84 | loss: 7.5591 | norm: 0.9023 | dt: 390.57ms | tok/sec: 1342351.79 | lr: 0.000071
train: step: 85 | loss: 7.6360 | norm: 0.8385 | dt: 389.13ms | tok/sec: 1347350.73 | lr: 0.000072
train: step: 86 | loss: 7.5511 | norm: 0.8352 | dt: 389.43ms | tok/sec: 1346293.24 | lr: 0.000073
train: step: 87 | loss: 7.4142 | norm: 0.7718 | dt: 391.54ms | tok/sec: 1339029.12 | lr: 0.000074
train: step: 88 | loss: 7.4980 | norm: 0.7525 | dt: 392.28ms | tok/sec: 1336516.01 | lr: 0.000075
train: step: 89 | loss: 7.4587 | norm: 0.7509 | dt: 398.26ms | tok/sec: 1316438.28 | lr: 0.000076
train: step: 90 | loss: 7.4286 | norm: 0.7519 | dt: 390.78ms | tok/sec: 1341636.01 | lr: 0.000076
train: step: 91 | loss: 7.3947 | norm: 0.7284 | dt: 391.74ms | tok/sec: 1338363.30 | lr: 0.000077
train: step: 92 | loss: 7.3368 | norm: 0.6853 | dt: 398.22ms | tok/sec: 1316569.90 | lr: 0.000078
train: step: 93 | loss: 7.5057 | norm: 0.6556 | dt: 401.05ms | tok/sec: 1307298.18 | lr: 0.000079
train: step: 94 | loss: 7.3234 | norm: 0.6514 | dt: 393.86ms | tok/sec: 1331152.05 | lr: 0.000080
train: step: 95 | loss: 7.3542 | norm: 0.6268 | dt: 395.15ms | tok/sec: 1326818.93 | lr: 0.000081
train: step: 96 | loss: 7.2357 | norm: 0.5066 | dt: 395.07ms | tok/sec: 1327073.56 | lr: 0.000081
train: step: 97 | loss: 7.4374 | norm: 0.4693 | dt: 388.81ms | tok/sec: 1348434.70 | lr: 0.000082
train: step: 98 | loss: 7.5056 | norm: 0.6426 | dt: 391.27ms | tok/sec: 1339953.57 | lr: 0.000083
train: step: 99 | loss: 7.5878 | norm: 0.5660 | dt: 388.95ms | tok/sec: 1347972.64 | lr: 0.000084
train: step: 100 | loss: 7.4171 | norm: 0.6043 | dt: 389.58ms | tok/sec: 1345762.64 | lr: 0.000085
train: step: 101 | loss: 7.2947 | norm: 0.6352 | dt: 389.80ms | tok/sec: 1345012.77 | lr: 0.000086
train: step: 102 | loss: 7.3239 | norm: 0.5694 | dt: 390.69ms | tok/sec: 1341944.67 | lr: 0.000086
train: step: 103 | loss: 7.3237 | norm: 0.6303 | dt: 390.46ms | tok/sec: 1342739.49 | lr: 0.000087
train: step: 104 | loss: 7.3266 | norm: 0.6812 | dt: 389.15ms | tok/sec: 1347281.39 | lr: 0.000088
train: step: 105 | loss: 7.2750 | norm: 0.4387 | dt: 389.39ms | tok/sec: 1346422.65 | lr: 0.000089
train: step: 106 | loss: 7.1184 | norm: 0.5578 | dt: 388.68ms | tok/sec: 1348886.31 | lr: 0.000090
train: step: 107 | loss: 7.2824 | norm: 0.8365 | dt: 388.88ms | tok/sec: 1348206.52 | lr: 0.000091
train: step: 108 | loss: 7.2150 | norm: 1.1131 | dt: 392.55ms | tok/sec: 1335593.87 | lr: 0.000091
train: step: 109 | loss: 7.1243 | norm: 0.7182 | dt: 392.44ms | tok/sec: 1335978.48 | lr: 0.000092
train: step: 110 | loss: 7.2954 | norm: 1.0925 | dt: 391.72ms | tok/sec: 1338419.51 | lr: 0.000093
train: step: 111 | loss: 7.2900 | norm: 0.6801 | dt: 391.00ms | tok/sec: 1340892.37 | lr: 0.000094
train: step: 112 | loss: 7.1797 | norm: 0.7045 | dt: 390.91ms | tok/sec: 1341181.87 | lr: 0.000095
train: step: 113 | loss: 7.0930 | norm: 0.7594 | dt: 390.72ms | tok/sec: 1341846.40 | lr: 0.000096
train: step: 114 | loss: 7.0887 | norm: 0.5716 | dt: 391.85ms | tok/sec: 1337973.25 | lr: 0.000097
train: step: 115 | loss: 6.8889 | norm: 0.7624 | dt: 390.06ms | tok/sec: 1344127.35 | lr: 0.000097
train: step: 116 | loss: 7.2112 | norm: 0.6148 | dt: 389.62ms | tok/sec: 1345629.23 | lr: 0.000098
train: step: 117 | loss: 7.0575 | norm: 0.8478 | dt: 391.30ms | tok/sec: 1339858.04 | lr: 0.000099
train: step: 118 | loss: 7.1852 | norm: 0.7643 | dt: 391.35ms | tok/sec: 1339698.05 | lr: 0.000100
train: step: 119 | loss: 7.0976 | norm: 0.4326 | dt: 393.15ms | tok/sec: 1333572.22 | lr: 0.000101
train: step: 120 | loss: 7.1604 | norm: 0.7710 | dt: 391.42ms | tok/sec: 1339452.43 | lr: 0.000102
train: step: 121 | loss: 6.9799 | norm: 0.6546 | dt: 389.45ms | tok/sec: 1346240.49 | lr: 0.000102
train: step: 122 | loss: 7.0179 | norm: 0.9751 | dt: 392.11ms | tok/sec: 1337089.74 | lr: 0.000103
train: step: 123 | loss: 6.8518 | norm: 0.8771 | dt: 393.30ms | tok/sec: 1333040.29 | lr: 0.000104
train: step: 124 | loss: 6.9891 | norm: 0.6275 | dt: 393.00ms | tok/sec: 1334054.40 | lr: 0.000105
train: step: 125 | loss: 7.2419 | norm: 0.8961 | dt: 390.76ms | tok/sec: 1341717.05 | lr: 0.000106
train: step: 126 | loss: 6.9587 | norm: 0.4201 | dt: 391.09ms | tok/sec: 1340594.82 | lr: 0.000107
train: step: 127 | loss: 6.8971 | norm: 0.5801 | dt: 390.70ms | tok/sec: 1341934.84 | lr: 0.000107
train: step: 128 | loss: 6.9680 | norm: 0.7397 | dt: 390.13ms | tok/sec: 1343890.77 | lr: 0.000108
train: step: 129 | loss: 7.0357 | norm: 1.1228 | dt: 389.79ms | tok/sec: 1345049.80 | lr: 0.000109
train: step: 130 | loss: 7.2085 | norm: 0.8453 | dt: 390.12ms | tok/sec: 1343911.31 | lr: 0.000110
train: step: 131 | loss: 6.9377 | norm: 0.4216 | dt: 390.43ms | tok/sec: 1342837.06 | lr: 0.000111
train: step: 132 | loss: 6.8660 | norm: 1.0131 | dt: 392.14ms | tok/sec: 1337006.82 | lr: 0.000112
train: step: 133 | loss: 6.8800 | norm: 1.1412 | dt: 389.54ms | tok/sec: 1345924.91 | lr: 0.000112
train: step: 134 | loss: 6.6487 | norm: 0.5959 | dt: 389.72ms | tok/sec: 1345295.83 | lr: 0.000113
train: step: 135 | loss: 6.7992 | norm: 1.1530 | dt: 392.35ms | tok/sec: 1336285.36 | lr: 0.000114
train: step: 136 | loss: 6.7638 | norm: 0.5809 | dt: 392.88ms | tok/sec: 1334462.42 | lr: 0.000115
train: step: 137 | loss: 6.7470 | norm: 0.7788 | dt: 390.66ms | tok/sec: 1342059.33 | lr: 0.000116
train: step: 138 | loss: 6.7783 | norm: 0.5944 | dt: 393.65ms | tok/sec: 1331847.82 | lr: 0.000117
train: step: 139 | loss: 6.7908 | norm: 0.9229 | dt: 393.75ms | tok/sec: 1331508.31 | lr: 0.000117
train: step: 140 | loss: 6.7425 | norm: 0.8616 | dt: 390.48ms | tok/sec: 1342671.44 | lr: 0.000118
train: step: 141 | loss: 6.7464 | norm: 0.8736 | dt: 393.60ms | tok/sec: 1332033.37 | lr: 0.000119
train: step: 142 | loss: 6.8244 | norm: 0.7174 | dt: 390.09ms | tok/sec: 1344003.30 | lr: 0.000120
train: step: 143 | loss: 6.7246 | norm: 0.5975 | dt: 389.91ms | tok/sec: 1344648.43 | lr: 0.000121
train: step: 144 | loss: 6.7405 | norm: 0.5391 | dt: 390.16ms | tok/sec: 1343769.23 | lr: 0.000122
train: step: 145 | loss: 6.8447 | norm: 0.5063 | dt: 390.67ms | tok/sec: 1342038.03 | lr: 0.000123
train: step: 146 | loss: 6.8494 | norm: 0.5756 | dt: 390.35ms | tok/sec: 1343120.84 | lr: 0.000123
train: step: 147 | loss: 6.8305 | norm: 0.6682 | dt: 391.69ms | tok/sec: 1338527.86 | lr: 0.000124
train: step: 148 | loss: 6.8021 | norm: 0.7557 | dt: 391.61ms | tok/sec: 1338784.56 | lr: 0.000125
train: step: 149 | loss: 6.9170 | norm: 0.5746 | dt: 390.71ms | tok/sec: 1341875.88 | lr: 0.000126
train: step: 150 | loss: 6.8663 | norm: 0.5250 | dt: 389.98ms | tok/sec: 1344381.26 | lr: 0.000127
train: step: 151 | loss: 6.7267 | norm: 0.4557 | dt: 389.86ms | tok/sec: 1344822.77 | lr: 0.000128
train: step: 152 | loss: 6.7987 | norm: 0.6312 | dt: 390.81ms | tok/sec: 1341553.34 | lr: 0.000128
train: step: 153 | loss: 6.9547 | norm: 0.8003 | dt: 389.48ms | tok/sec: 1346122.64 | lr: 0.000129
train: step: 154 | loss: 6.8147 | norm: 0.8546 | dt: 390.72ms | tok/sec: 1341837.40 | lr: 0.000130
train: step: 155 | loss: 6.7752 | norm: 0.5189 | dt: 390.38ms | tok/sec: 1343026.51 | lr: 0.000131
train: step: 156 | loss: 6.6721 | norm: 0.6496 | dt: 391.84ms | tok/sec: 1338009.88 | lr: 0.000132
train: step: 157 | loss: 6.7176 | norm: 0.5805 | dt: 389.34ms | tok/sec: 1346623.83 | lr: 0.000133
train: step: 158 | loss: 6.6636 | norm: 0.5783 | dt: 389.71ms | tok/sec: 1345315.58 | lr: 0.000133
train: step: 159 | loss: 6.7326 | norm: 0.4203 | dt: 394.83ms | tok/sec: 1327872.50 | lr: 0.000134
train: step: 160 | loss: 6.7630 | norm: 0.4602 | dt: 391.55ms | tok/sec: 1339020.15 | lr: 0.000135
train: step: 161 | loss: 6.5991 | norm: 0.3876 | dt: 394.42ms | tok/sec: 1329264.33 | lr: 0.000136
train: step: 162 | loss: 6.5309 | norm: 0.4959 | dt: 391.54ms | tok/sec: 1339038.91 | lr: 0.000137
train: step: 163 | loss: 6.6017 | norm: 0.4325 | dt: 391.38ms | tok/sec: 1339597.67 | lr: 0.000138
train: step: 164 | loss: 6.5474 | norm: 0.3483 | dt: 393.77ms | tok/sec: 1331454.29 | lr: 0.000138
train: step: 165 | loss: 6.6090 | norm: 0.4071 | dt: 391.97ms | tok/sec: 1337573.66 | lr: 0.000139
train: step: 166 | loss: 6.5730 | norm: 0.4823 | dt: 392.88ms | tok/sec: 1334467.28 | lr: 0.000140
train: step: 167 | loss: 6.4903 | norm: 0.5444 | dt: 392.24ms | tok/sec: 1336641.93 | lr: 0.000141
train: step: 168 | loss: 6.4853 | norm: 0.6685 | dt: 391.92ms | tok/sec: 1337733.14 | lr: 0.000142
train: step: 169 | loss: 6.5650 | norm: 0.8516 | dt: 392.46ms | tok/sec: 1335907.87 | lr: 0.000143
train: step: 170 | loss: 6.4845 | norm: 0.8466 | dt: 392.47ms | tok/sec: 1335884.34 | lr: 0.000143
train: step: 171 | loss: 6.6089 | norm: 0.7509 | dt: 395.49ms | tok/sec: 1325679.91 | lr: 0.000144
train: step: 172 | loss: 6.5824 | norm: 0.7225 | dt: 393.79ms | tok/sec: 1331399.48 | lr: 0.000145
train: step: 173 | loss: 6.4939 | norm: 0.6234 | dt: 392.03ms | tok/sec: 1337368.66 | lr: 0.000146
train: step: 174 | loss: 6.4665 | norm: 0.6882 | dt: 393.35ms | tok/sec: 1332862.54 | lr: 0.000147
train: step: 175 | loss: 6.5124 | norm: 0.8519 | dt: 391.85ms | tok/sec: 1337991.16 | lr: 0.000148
train: step: 176 | loss: 6.5490 | norm: 0.6578 | dt: 391.07ms | tok/sec: 1340635.68 | lr: 0.000149
train: step: 177 | loss: 6.5164 | norm: 0.5898 | dt: 397.33ms | tok/sec: 1319530.86 | lr: 0.000149
train: step: 178 | loss: 6.6519 | norm: 0.4737 | dt: 391.57ms | tok/sec: 1338943.52 | lr: 0.000150
train: step: 179 | loss: 6.4120 | norm: 0.5682 | dt: 392.11ms | tok/sec: 1337090.56 | lr: 0.000151
train: step: 180 | loss: 6.3473 | norm: 0.4767 | dt: 393.56ms | tok/sec: 1332157.64 | lr: 0.000152
train: step: 181 | loss: 6.5003 | norm: 0.5661 | dt: 392.07ms | tok/sec: 1337227.16 | lr: 0.000153
train: step: 182 | loss: 6.4151 | norm: 0.4093 | dt: 392.72ms | tok/sec: 1335004.40 | lr: 0.000154
train: step: 183 | loss: 6.3845 | norm: 0.4124 | dt: 391.10ms | tok/sec: 1340556.40 | lr: 0.000154
train: step: 184 | loss: 6.4341 | norm: 0.4705 | dt: 393.09ms | tok/sec: 1333774.44 | lr: 0.000155
train: step: 185 | loss: 6.3891 | norm: 0.5939 | dt: 392.20ms | tok/sec: 1336785.75 | lr: 0.000156
train: step: 186 | loss: 6.3493 | norm: 0.4818 | dt: 391.70ms | tok/sec: 1338484.68 | lr: 0.000157
train: step: 187 | loss: 6.3725 | norm: 0.5176 | dt: 391.79ms | tok/sec: 1338180.87 | lr: 0.000158
train: step: 188 | loss: 6.3068 | norm: 0.6422 | dt: 391.19ms | tok/sec: 1340228.78 | lr: 0.000159
train: step: 189 | loss: 6.3747 | norm: 0.8581 | dt: 389.66ms | tok/sec: 1345509.85 | lr: 0.000159
train: step: 190 | loss: 6.5141 | norm: 1.0856 | dt: 1701.48ms | tok/sec: 308136.20 | lr: 0.000160
train: step: 191 | loss: 6.5106 | norm: 0.9431 | dt: 1252.87ms | tok/sec: 418468.05 | lr: 0.000161
train: step: 192 | loss: 6.4950 | norm: 0.9327 | dt: 389.16ms | tok/sec: 1347220.31 | lr: 0.000162
train: step: 193 | loss: 6.5359 | norm: 0.5874 | dt: 390.09ms | tok/sec: 1344029.59 | lr: 0.000163
train: step: 194 | loss: 6.4958 | norm: 0.7511 | dt: 390.71ms | tok/sec: 1341899.63 | lr: 0.000164
train: step: 195 | loss: 6.4689 | norm: 0.6099 | dt: 390.18ms | tok/sec: 1343703.54 | lr: 0.000164
train: step: 196 | loss: 6.4860 | norm: 0.6353 | dt: 393.97ms | tok/sec: 1330765.38 | lr: 0.000165
train: step: 197 | loss: 6.4264 | norm: 0.5540 | dt: 393.18ms | tok/sec: 1333455.78 | lr: 0.000166
train: step: 198 | loss: 6.4806 | norm: 0.5049 | dt: 396.03ms | tok/sec: 1323867.44 | lr: 0.000167
train: step: 199 | loss: 6.4999 | norm: 0.4576 | dt: 391.45ms | tok/sec: 1339347.19 | lr: 0.000168
train: step: 200 | loss: 6.4123 | norm: 0.3660 | dt: 392.77ms | tok/sec: 1334838.28 | lr: 0.000169
train: step: 201 | loss: 6.4921 | norm: 0.3977 | dt: 392.01ms | tok/sec: 1337441.05 | lr: 0.000170
train: step: 202 | loss: 6.4022 | norm: 0.3962 | dt: 391.48ms | tok/sec: 1339261.54 | lr: 0.000170
train: step: 203 | loss: 6.3872 | norm: 0.4877 | dt: 390.80ms | tok/sec: 1341563.98 | lr: 0.000171
train: step: 204 | loss: 6.4902 | norm: 0.6093 | dt: 393.16ms | tok/sec: 1333512.38 | lr: 0.000172
train: step: 205 | loss: 6.3526 | norm: 0.7836 | dt: 392.33ms | tok/sec: 1336331.64 | lr: 0.000173
train: step: 206 | loss: 6.3852 | norm: 0.9769 | dt: 391.49ms | tok/sec: 1339213.42 | lr: 0.000174
train: step: 207 | loss: 6.4671 | norm: 0.9319 | dt: 391.04ms | tok/sec: 1340736.22 | lr: 0.000175
train: step: 208 | loss: 6.4083 | norm: 0.7333 | dt: 390.79ms | tok/sec: 1341614.73 | lr: 0.000175
train: step: 209 | loss: 6.4255 | norm: 0.9242 | dt: 392.35ms | tok/sec: 1336284.55 | lr: 0.000176
train: step: 210 | loss: 6.9342 | norm: 0.6413 | dt: 391.09ms | tok/sec: 1340586.64 | lr: 0.000177
train: step: 211 | loss: 6.3163 | norm: 0.7707 | dt: 391.76ms | tok/sec: 1338293.26 | lr: 0.000178
train: step: 212 | loss: 6.3567 | norm: 0.6044 | dt: 391.08ms | tok/sec: 1340598.90 | lr: 0.000179
train: step: 213 | loss: 6.3322 | norm: 0.6472 | dt: 392.61ms | tok/sec: 1335400.84 | lr: 0.000180
train: step: 214 | loss: 6.3615 | norm: 0.7467 | dt: 392.26ms | tok/sec: 1336599.68 | lr: 0.000180
train: step: 215 | loss: 6.1392 | norm: 0.5888 | dt: 391.75ms | tok/sec: 1338335.61 | lr: 0.000181
train: step: 216 | loss: 6.2668 | norm: 0.6375 | dt: 393.05ms | tok/sec: 1333887.70 | lr: 0.000182
train: step: 217 | loss: 6.3957 | norm: 0.5812 | dt: 391.42ms | tok/sec: 1339453.25 | lr: 0.000183
train: step: 218 | loss: 6.2344 | norm: 0.5915 | dt: 391.02ms | tok/sec: 1340823.69 | lr: 0.000184
train: step: 219 | loss: 6.2068 | norm: 0.5012 | dt: 390.83ms | tok/sec: 1341485.41 | lr: 0.000185
train: step: 220 | loss: 6.2925 | norm: 0.6756 | dt: 390.87ms | tok/sec: 1341320.13 | lr: 0.000185
train: step: 221 | loss: 6.3418 | norm: 0.8107 | dt: 389.70ms | tok/sec: 1345379.78 | lr: 0.000186
train: step: 222 | loss: 6.3574 | norm: 0.8716 | dt: 390.18ms | tok/sec: 1343695.33 | lr: 0.000187
train: step: 223 | loss: 6.3072 | norm: 0.8694 | dt: 391.66ms | tok/sec: 1338643.57 | lr: 0.000188
train: step: 224 | loss: 6.2355 | norm: 1.0256 | dt: 396.59ms | tok/sec: 1321991.57 | lr: 0.000189
train: step: 225 | loss: 6.1786 | norm: 0.8939 | dt: 391.70ms | tok/sec: 1338481.42 | lr: 0.000190
train: step: 226 | loss: 6.2252 | norm: 0.6847 | dt: 390.76ms | tok/sec: 1341719.50 | lr: 0.000190
